V1,V2,V3,V4,V5,V7,V8,V9,V10,Include,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,status,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv3,dv5,dv7,dv9,dv11,dv13,dv15,dv17,dv19,dv2,dv4,dv6,dv8,dv10,dv12,dv14,dv16,dv18,dv20,time_11,time_21,time_31,time_41,time_12,time_22,time_32,time_42,time_13,time_23,time_33,time_43,time_14,time_24,time_34,time_44,time_15,time_25,time_35,time_45,time_16,time_26,time_36,time_46,time_17,time_27,time_37,time_47,time_18,time_28,time_38,time_48,time_19,time_29,time_39,time_49,time_110,time_210,time_310,time_410,time_111,time_211,time_311,time_411,time_112,time_212,time_312,time_412,time_113,time_213,time_313,time_413,time_114,time_214,time_314,time_414,time_115,time_215,time_315,time_415,time_116,time_216,time_316,time_416,time_117,time_217,time_317,time_417,time_118,time_218,time_318,time_418,time_119,time_219,time_319,time_419,time_120,time_220,time_320,time_420,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments
R_cAwd3oqN6V1tswZ,Default Response Set,Anonymous,10,1,0,9/22/16 15:37,9/22/16 16:03,1,1,I_torture,C_motocross,I_wood press,I_cargo,I_footbridge,I_air show,C_nurse,I_nurse,C_footbridge,C_grizzly,C_transplant,C_air show,C_vaccine,C_torture,I_transplant,I_motocross,C_cargo,I_vaccine,C_wood press,I_grizzly,complete,,1,,,1,,1,Spanish,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,46.695,46.695,113.237,1,18.747,18.747,21.166,1,51.142,51.142,84.328,1,20.122,20.122,25.693,1,57.116,57.116,58.858,1,50.458,50.458,52.285,1,50.642,50.642,52.505,1,30.003,30.003,50.864,1,38.591,38.591,56.072,1,28.663,28.663,32.412,1,14.27,14.27,15.821,1,22.216,34.108,44.822,2,30.457,30.457,32.704,1,22.434,22.434,24.217,1,32.091,32.091,33.78,1,78.663,78.663,80.379,1,39.567,39.567,41.437,1,103.593,103.593,105.205,1,23.696,23.696,25.43,1,21.46,21.46,23.213,1,4,,2,20,2,,"Ist es moralisch richtig den nahen Mann zu drcken, um der Tod der vier anderen Menschen zu vermieden?",1,,2,18,1,7,7,7,7,5,5,6,6,18,40,41,41,
R_cxaRJgg5RMYoWMJ,Default Response Set,Anonymous,11,1,0,9/23/16 10:53,9/23/16 14:42,1,1,C_nurse,I_torture,C_cargo,I_vaccine,C_transplant,I_wood press,I_grizzly,C_motocross,C_grizzly,C_wood press,C_vaccine,C_footbridge,I_motocross,C_torture,I_transplant,I_cargo,I_air show,I_nurse,I_footbridge,C_air show,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,14.164,14.164,15.257,1,24.672,24.672,26.009,1,21.622,21.622,28.98,1,22.721,22.721,24.186,1,65.264,65.264,67.339,1,13.395,13.395,14.788,1,22.189,22.189,23.758,1,101.08,101.08,102.275,1,51.948,51.948,53.397,1,25.266,25.266,26.667,1,21.605,21.605,23.01,1,12190.751,12190.751,12191.796,1,27.379,27.379,31.054,1,16.028,16.028,18.702,1,526.503,526.503,527.608,1,19.744,19.744,20.804,1,19.919,19.919,21.132,1,32.016,32.016,45.622,1,28.759,28.759,30.552,1,22.798,22.798,24.086,1,4,,2,32,1,The pilot and audience one and the motorcycle one. Also the coma patient sacrifice for the five nurses.,"Ist es moralisch gerechtfertigt, den nah stehenden Mann zu stossen, um zu verhindern, dass andere sterben. ",1,,2,23,30,7,7,7,7,5,6,7,4,0,5,35,2,"I don't know what y'all are up to, but that was stressful!!!!"
R_cCM5Q0OBGSejRpb,Default Response Set,Anonymous,12,1,0,9/23/16 16:50,9/23/16 17:03,1,1,C_footbridge,I_torture,C_motocross,I_air show,I_transplant,I_nurse,C_wood press,I_cargo,C_cargo,C_nurse,C_torture,I_footbridge,I_grizzly,I_vaccine,C_air show,C_grizzly,C_transplant,C_vaccine,I_wood press,I_motocross,complete,,1,,,1,,1,Cantonese & Mandarin,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,19.639,19.639,21.16,1,4.668,12.453,14.642,3,14.472,43.039,63.556,4,6.641,17.514,19.357,9,9.376,73.75,75.382,9,11.331,11.331,14.21,1,5.618,8.005,9.856,3,7.593,13.613,16.284,4,2.569,10.293,12.872,3,19.655,19.655,21.347,1,15.805,17.05,36.267,2,2.165,10.598,12.163,3,2.106,9.412,10.645,5,1.793,8.457,15.228,5,6.399,14.583,16.531,5,12.61,12.61,15.256,1,9.172,52.764,53.987,15,4.72,4.72,5.619,1,3.725,9.164,12.556,2,5.733,48.769,49.568,5,,4,2,20,2,,"Ist es moralisch richtig, einen Mann zu schieben um vier Menschen an Tod hindern? ",3,Hong Kong,1,14,1,7,7,7,7,6,6,6,6,25,40,40,30,
R_0kxsTbatXaB6Yqp,Default Response Set,Anonymous,13,1,0,9/23/16 17:09,9/23/16 17:27,1,1,I_vaccine,C_nurse,C_cargo,C_footbridge,I_wood press,C_wood press,C_vaccine,I_motocross,C_air show,I_footbridge,C_torture,I_nurse,C_transplant,I_cargo,I_grizzly,C_motocross,I_transplant,I_air show,I_torture,C_grizzly,complete,,1,,,1,1,1,Spanish ,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,18.183,18.183,22.226,1,32.972,32.972,34.424,1,4.345,4.345,5.149,1,17.114,28.999,30.715,2,17.048,17.048,19.432,1,62.351,62.351,64.919,1,37.828,37.828,41.65,1,13.355,13.355,16.155,1,22.955,22.955,25.668,1,23.474,23.474,29.131,1,10.212,10.212,11.142,1,45.236,45.236,46.172,1,7.644,7.644,15.88,1,12.886,12.886,24.735,1,26.947,26.947,28.705,1,5.622,5.622,7.956,1,8.631,8.631,12.658,1,13.025,13.025,27.723,1,11.928,11.928,13.381,1,58.743,58.743,59.915,1,4,,2,22,2,,"Ist es moralisch, einen Mann zu schieben, um vier Leuten zu sparen? ",1,,1,19,0,7,7,7,7,5,5,6,6,0,30,30,30,
R_5pZ7o9POJ9b6eeV,Default Response Set,Anonymous,14,1,0,9/23/16 18:29,9/23/16 18:50,1,1,I_nurse,I_footbridge,C_footbridge,I_cargo,I_air show,C_motocross,C_cargo,I_motocross,C_grizzly,C_vaccine,C_air show,I_torture,I_vaccine,I_grizzly,C_transplant,I_wood press,C_wood press,C_torture,I_transplant,C_nurse,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,76.524,76.524,78.291,1,39.114,39.114,40.215,1,31.91,31.91,33.281,1,15.43,15.43,18.948,1,66.233,66.233,88.472,1,34.049,34.049,35.874,1,22.864,22.864,24.698,1,30.072,30.072,35.118,1,25.08,25.08,28.122,1,17.224,19.055,19.752,2,19.409,19.409,21.434,1,17.133,17.133,19.999,1,17.586,17.586,19.447,1,32.759,32.759,36.062,1,28.667,28.667,30.227,1,29.636,29.636,30.893,1,47.276,47.276,48.973,1,20.626,21.5,23.454,2,64.08,64.08,66.643,1,29.384,29.384,33.588,1,4,,1,29,2,,"Ist es moralisch richtig, eine nahestehende Person zu schupsen, um vier andere Menschen vor dem Tod zu bewahren?",1,,1,4,300,7,7,7,7,7,7,7,7,31,20,27,20,
R_41r5a46xu2o2V9P,Default Response Set,Anonymous,15,1,0,9/23/16 18:40,9/23/16 19:04,1,1,I_air show,C_footbridge,C_wood press,I_footbridge,I_wood press,C_torture,C_cargo,I_nurse,I_transplant,I_cargo,C_transplant,I_motocross,I_grizzly,C_vaccine,I_torture,I_vaccine,C_grizzly,C_air show,C_nurse,C_motocross,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,14.141,14.141,15.391,1,29.095,29.095,30.14,1,17.13,17.13,18.667,1,35.028,35.028,36.598,1,35.6,35.6,37.27,1,22.603,22.603,25.038,1,30.859,30.859,32.11,1,23.295,23.295,24.818,1,29.983,29.983,31.396,1,42.645,42.645,45.916,1,21.014,21.014,22.219,1,18.199,18.199,19.299,1,13.464,13.464,14.84,1,19.974,19.974,21.641,1,62.438,62.438,63.515,1,19.524,19.524,20.624,1,21.165,21.165,22.585,1,24.852,24.852,26.138,1,51.104,51.104,52.214,1,35.098,35.098,36.534,1,,4,2,24,1,"All of the scenarios were similar, but had a few details about death or illness and injury that differed. It always came down to saving some lives over others.",Es ist moralisch fr mann ein anderer mann drcken um zu vier Leute von sterben verhindern?,1,,2,21,13,7,7,7,7,4,4,4,3,6,9,49,22,N/A
R_0J3n6Iw03mO1Xil,Default Response Set,Anonymous,16,1,0,9/24/16 9:23,9/24/16 9:36,1,1,I_footbridge,C_cargo,C_nurse,C_footbridge,C_vaccine,C_wood press,C_torture,I_torture,I_vaccine,C_grizzly,I_transplant,C_transplant,I_air show,I_cargo,C_motocross,I_grizzly,I_nurse,C_air show,I_wood press,I_motocross,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10.163,10.163,11.011,1,24.322,24.322,25.936,1,18.211,18.211,19.454,1,17.62,17.62,18.277,1,31.533,31.533,32.581,1,13.711,13.711,15.206,1,16.992,16.992,18.294,1,18.577,18.577,19.893,1,13.645,13.645,15.327,1,20.909,20.909,22.174,1,11.006,11.006,12.198,1,9.252,9.252,10.457,1,13.219,13.219,14.219,1,11.448,11.448,12.222,1,16.993,16.993,17.982,1,20.466,20.466,21.146,1,31.774,31.774,32.448,1,19.465,19.465,20.862,1,20.823,20.823,22.176,1,10.854,10.854,12.386,1,4,,1,24,2,,"Ist es moralisch richtig, die Mann neben sich zu drngen, um die Tode der vier anderen Leute zu vermeiden?",1,,2,15,7,7,7,7,6,5,4,5,4,0,25,30,5,
R_8kbK6VFzIcx2yAR,Default Response Set,Anonymous,17,1,0,9/25/16 17:42,9/25/16 17:52,1,1,I_transplant,C_air show,I_vaccine,I_footbridge,I_air show,C_wood press,I_grizzly,C_transplant,C_vaccine,I_motocross,I_cargo,C_nurse,C_torture,C_grizzly,C_motocross,I_nurse,C_footbridge,C_cargo,I_wood press,I_torture,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,19.423,20.453,21.796,2,2.195,2.195,3.064,1,2.229,3.661,4.633,2,2.166,6.166,6.813,3,19.479,19.479,20.569,1,12.451,13.349,14.315,2,1.606,1.606,2.785,1,41.959,42.76,43.809,2,2.829,2.829,3.704,1,2.083,4.498,5.351,3,1.452,2.088,2.536,2,15.819,15.819,16.571,1,2.296,3.026,3.845,2,1.384,3.808,4.677,2,1.858,2.411,3.559,2,1.818,1.818,2.817,1,28.699,28.699,30.051,1,56.289,56.289,57.903,1,10.987,11.693,12.776,2,80.018,80.018,81.401,1,4,,2,22,2,,"Ist es moralisch, einen Mann sto§en, um fnf Personen zu retten? ",1,,1,18,8,7,7,7,7,5,6,6,6,35,32,40,9,
R_eY89Jq8O7DLHoLX,Default Response Set,Anonymous,18,1,0,9/26/16 21:47,9/26/16 22:05,1,1,C_vaccine,I_wood press,C_air show,C_nurse,I_vaccine,C_wood press,C_torture,I_torture,C_cargo,C_grizzly,C_footbridge,I_air show,I_transplant,C_motocross,I_grizzly,I_nurse,I_footbridge,C_transplant,I_cargo,I_motocross,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,10.617,10.617,12.741,1,24.017,24.017,27.23,1,17.073,17.073,24.846,1,24.643,24.643,26.756,1,17.559,17.559,19.412,1,26.663,26.663,30.119,1,10.044,10.044,11.534,1,19.796,19.796,21.238,1,46.497,46.497,50.046,1,28.283,28.283,31.541,1,24.962,24.962,26.509,1,12.55,12.55,13.976,1,17.224,17.224,19.089,1,36.187,36.187,37.729,1,15.774,15.774,18.762,1,25.199,25.199,27.985,1,13.728,14.605,17.257,2,36.955,36.955,38.383,1,15.157,15.157,16.934,1,25.864,25.864,28.701,1,4,,2,18,2,,Ist es moralisch richtig der Naehe Mann vom Sterben zu schieben vier andere Leuten verhindern?,1,,2,15,2,7,7,7,7,3,4,4,2,0,0,5,10,
R_8CYjqvSFv30Pns9,Default Response Set,Anonymous,19,1,0,9/27/16 7:14,9/27/16 7:28,1,1,C_motocross,I_cargo,I_footbridge,I_nurse,I_transplant,I_torture,C_vaccine,C_footbridge,C_nurse,C_air show,I_grizzly,I_vaccine,C_transplant,I_air show,C_grizzly,I_wood press,C_cargo,C_wood press,C_torture,I_motocross,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1.849,28.475,30.459,42,1.687,17.362,19.23,33,1.569,15.872,17.03,26,1.594,16.839,17.898,26,1.338,14.833,16.277,25,2.183,21.836,23.364,31,1.393,11.101,12.382,19,2.078,23.452,25.22,39,1.442,19.252,20.655,29,1.814,14.055,15.52,23,3.163,8.88,10.93,9,1.623,12.434,13.639,21,1.974,9.48,10.638,18,1.945,17.562,18.704,18,2.144,26.198,27.833,41,2.322,17.62,18.731,27,1.98,24.028,25.864,39,1.796,10.476,11.795,21,1.53,10.311,12.372,18,1.57,24.182,25.198,43,4,,1,20,1,I have heard about the train scenarios and the doctor with the coma patient scenarios before.,"Ist es moralischen Richtig die in der Nhe Mann zu drcken, weil veir Leute nicht gestorben werden.",1,,2,19,2,7,7,7,7,4,4,4,4,0,0,10,20,
R_6xvlm8Cv022guWh,Default Response Set,Anonymous,20,1,0,9/27/16 14:34,9/27/16 14:53,1,1,C_air show,C_transplant,C_grizzly,I_transplant,I_vaccine,I_motocross,I_air show,I_torture,C_cargo,C_wood press,I_nurse,I_footbridge,I_grizzly,I_cargo,I_wood press,C_motocross,C_footbridge,C_torture,C_vaccine,C_nurse,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,12.072,12.072,13.648,1,22.507,22.507,24.28,1,23.18,23.18,24.136,1,17.416,17.416,18.717,1,18.254,18.254,19.453,1,24.683,24.683,26.065,1,49.034,56.64,57.245,3,23.82,23.82,25.221,1,22.448,22.448,24.079,1,35.295,35.295,38.823,1,11.567,11.567,12.924,1,19.65,19.65,21.346,1,15.021,15.021,16.085,1,22.445,22.445,23.598,1,23.882,23.882,25.087,1,26.273,26.273,31.265,1,21.682,21.682,23.456,1,14.309,14.309,16.131,1,0.14,17.296,17.88,3,18.207,18.207,19.186,1,,4,2,32,2,,"Ist es moralisches richtig ein nah Mann zu drcken, um den Tod der anderen zu verhinden. ",3,England,2,15,14,7,7,7,7,6,6,5,4,0,34,39,38,Nope
R_5vzQ56hyjnt3I4R,Default Response Set,Anonymous,21,1,0,9/27/16 14:44,9/27/16 14:55,1,1,C_wood press,C_motocross,I_nurse,C_cargo,C_footbridge,C_torture,I_grizzly,I_cargo,C_grizzly,I_wood press,I_motocross,I_footbridge,I_torture,C_vaccine,C_transplant,C_nurse,I_transplant,I_vaccine,I_air show,C_air show,complete,,1,,,1,,1,French,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,5.103,5.103,6.32,1,18.842,18.842,20.416,1,5.576,5.576,7.154,1,13.121,13.121,14.278,1,13.247,13.247,14.632,1,13.023,13.023,14.377,1,6.801,6.801,7.945,1,19.572,19.572,21.658,1,26.03,26.03,27.485,1,36.221,36.221,38.288,1,6.345,6.345,7.337,1,12.038,12.038,13.051,1,8.203,8.203,9.129,1,10.226,10.226,11.551,1,26.84,26.84,28.153,1,3.319,3.319,5.786,1,18.183,18.183,20.017,1,4.322,4.322,6.741,1,7.292,7.292,8.637,1,17.601,17.601,18.594,1,4,,2,27,2,,"Ist es moralisch korrekt, den nahe gelegenen Mann zu drcken, um vier andere Leute am Sterben zu hindern? ",1,,1,18,0,7,7,7,7,3,5,6,5,8,0,9,10,N/A 
R_7TKZChliS26QSDH,Default Response Set,Anonymous,22,1,0,9/27/16 15:15,9/27/16 15:28,1,1,C_footbridge,I_grizzly,I_torture,I_footbridge,I_transplant,I_wood press,I_cargo,C_cargo,I_motocross,I_air show,C_vaccine,C_transplant,I_vaccine,C_torture,C_nurse,C_air show,C_motocross,C_wood press,I_nurse,C_grizzly,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,33.128,34.045,34.631,2,2.615,13.829,19.151,2,25.091,25.091,25.977,1,10.095,14.528,21.285,2,11.711,11.711,12.641,1,6.123,6.123,7.366,1,13.892,13.892,16.257,1,10.247,11.111,11.423,2,22.015,22.015,23.152,1,9.519,9.519,10.531,1,16.293,16.293,18.389,1,11.04,11.922,13.133,3,6.511,6.511,7.405,1,8.565,8.565,9.506,1,19.666,19.666,20.913,1,9.617,9.617,10.545,1,7.037,7.037,7.921,1,12.148,12.148,13.428,1,4.889,4.889,7.915,1,45.885,45.885,47.365,1,,4,1,19,1,the Motorcycle race with the motorist falling in the middle of the race,"Ist es moralisch Recht vor, die in der Nhe Mann zu schieben vier andere Menschen daran zu hindern, zu sterben?",3,Canada,1,18,3,7,7,6,6,4,4,4,4,14,5,30,30,
R_8wyw3HRfQY5cWaN,Default Response Set,Anonymous,23,1,0,9/27/16 15:20,9/27/16 15:39,1,1,I_grizzly,I_motocross,C_transplant,C_cargo,C_footbridge,C_vaccine,I_cargo,I_air show,C_torture,I_footbridge,C_motocross,I_wood press,C_air show,I_nurse,I_transplant,I_vaccine,C_wood press,C_grizzly,I_torture,C_nurse,complete,,1,,,1,,1,Arabic,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,17.724,17.724,19.701,1,26.142,26.142,27.528,1,151.15,151.836,153.167,2,27.023,27.023,28.43,1,20.525,20.525,21.599,1,18.522,18.522,20.485,1,31.777,31.777,34.312,1,29.215,29.215,30.406,1,20.406,21.408,22.082,2,26.12,26.12,27.964,1,13.194,13.194,18.888,1,19.796,19.796,20.805,1,17.824,17.824,18.815,1,38.798,38.798,40.41,1,49.806,49.806,50.811,1,13.699,13.699,15.418,1,39.668,39.668,41.007,1,10.96,12.562,13.255,2,18.375,18.375,19.366,1,23.267,23.267,25.658,1,4,,2,19,2,,"Ist es moralische richtig, der nahe Mann zu schieben, um vier anderen Mensch von Tode zu ersparen?",1,,2,12,2,7,7,7,7,5,6,6,5,4,6,10,10,
R_0kYapsw0HTP0TTT,Default Response Set,Anonymous,24,1,0,9/27/16 15:55,9/27/16 16:11,1,1,I_motocross,C_grizzly,I_cargo,C_transplant,C_nurse,I_air show,C_vaccine,I_vaccine,C_footbridge,I_footbridge,C_wood press,C_cargo,I_nurse,I_grizzly,I_transplant,C_torture,I_torture,C_motocross,C_air show,I_wood press,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,8.728,8.728,10.164,1,33.427,33.427,34.88,1,25.704,25.704,26.607,1,31.105,31.105,32.718,1,20.889,20.889,22.097,1,15.741,15.741,17.558,1,23.773,97.922,138.736,5,9.964,9.964,11.724,1,24.233,24.233,26.119,1,26.278,26.278,27.627,1,10.386,10.386,11.641,1,14.389,14.389,15.304,1,10.607,10.607,11.434,1,64.985,64.985,66.102,1,20.998,20.998,23.049,1,32.854,32.854,33.753,1,20.5,20.5,22.029,1,16.658,16.658,18.245,1,18.258,18.258,19.578,1,21.852,21.852,23.495,1,4,,2,22,2,,"Ist es morralisch korrekt, ein benachbarte Mann zu drcken, damit vier anderen Leute nicht sterben werden?",1,,2,14,5,7,7,7,7,6,6,6,4,0,17,41,30,
R_9AbfK3V6pZvqTIN,Default Response Set,Anonymous,25,1,0,9/27/16 17:37,9/27/16 18:08,1,1,C_cargo,I_nurse,I_vaccine,C_transplant,C_torture,I_wood press,I_transplant,C_footbridge,C_vaccine,I_cargo,I_torture,I_air show,C_grizzly,I_motocross,C_air show,C_nurse,C_motocross,C_wood press,I_grizzly,I_footbridge,complete,,1,,,1,1,1,Spanish,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1.605,9.222,15.905,3,43.006,135.059,149.521,3,60.986,60.986,66.695,1,46.626,46.626,47.825,1,39.673,39.673,41.416,1,14.327,70.588,76.594,6,1.35,70.348,73.619,2,31.022,41.37,56.448,3,1.234,73.658,168.063,3,23.184,23.184,24.382,1,20.699,21.971,83.874,2,1.477,60.347,72.917,6,2.749,31.738,36.531,3,0.158,59.791,79.976,2,2.296,37.457,41.323,5,111.962,111.962,113.086,1,1.476,50.668,52.43,3,4.197,34.02,37.735,2,1.234,18.646,20.771,2,40.583,40.583,42.543,1,,4,2,21,2,,"Ist es moralisch recht den nahen Man zu drngen, um vier anderen Menschen an sterben zu hindern?",1,,1,18,0,7,7,7,7,4,5,5,5,0,20,5,5,It wasn't clear whether destroying the ecosystem with the plane would allow the pilot to survive. Unless this was by design.
R_cBKprp48KjeFKFn,Default Response Set,Anonymous,26,1,0,9/27/16 18:41,9/27/16 19:06,1,1,I_footbridge,C_torture,C_nurse,C_vaccine,C_transplant,C_footbridge,I_transplant,I_motocross,C_cargo,I_nurse,C_grizzly,I_cargo,I_torture,C_wood press,C_air show,I_wood press,C_motocross,I_vaccine,I_grizzly,I_air show,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,25.541,25.541,27.149,1,37.496,37.496,38.572,1,26.164,26.164,30.906,1,44.497,44.497,47.129,1,12.514,12.514,13.816,1,24.472,35.83,38.028,2,19.933,19.933,22.052,1,4.705,4.705,6.535,1,8.034,8.034,9.752,1,46.08,46.08,47.533,1,31.979,31.979,34.446,1,23.958,23.958,25.043,1,15.313,15.313,16.786,1,25.027,25.027,26.213,1,21.758,21.758,22.653,1,35.988,35.988,37.338,1,60.876,60.876,62.716,1,24.064,24.064,36.975,1,30.738,32.197,32.817,2,34.833,34.833,37.948,1,4,,2,22,1,"I think (but can't quite remember all the scenarios) all of the scenarios had counter-scenarios where in one, someone would die to save others, and in the other, someone would be hurt, but not die at the expense of the one.  /  / An example I remember clearly: / The workers' loss of hearing at the expense of the one man's life in the train scenario verses the workers' loss of life at the expense of the one man's life in the train situation.  /  / The ","Kann man moralisch sein, wenn man einen Mann aus den Weg schieb, um vier Leben des anderes Leute in der naehe zu erloesen? ",1,,2,15,3,7,7,7,6,4,3,4,3,0,7,3,1,"As an anthropologist and lover of German language, I am very interested to read y'alls' findings from this study. If you would not mind, once the paper is written and finalized, may I receive a copy? /  / My email is: clutrick@uga.edu  /  / Good luck! / - Claire"
R_bQT7RZod77QlwNv,Default Response Set,Anonymous,27,1,0,9/27/16 19:02,9/27/16 19:16,1,1,I_grizzly,I_vaccine,C_vaccine,C_grizzly,C_wood press,C_footbridge,C_motocross,C_cargo,I_nurse,I_transplant,I_motocross,C_nurse,C_transplant,I_cargo,C_air show,C_torture,I_wood press,I_air show,I_torture,I_footbridge,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3.442,3.442,4.105,1,18.628,18.628,19.368,1,2.415,2.415,3.1,1,20.641,20.641,27.317,1,2.924,2.924,3.581,1,20.245,20.245,21.495,1,4.324,4.324,5.808,1,17.426,17.426,18.213,1,3.664,3.664,6.043,1,70.963,70.963,72.159,1,12.605,12.605,14.686,1,2.894,2.894,3.877,1,16.89,16.89,17.819,1,19.198,19.198,20.184,1,43.268,43.268,46.338,1,6.602,6.602,7.258,1,19.215,19.215,19.921,1,5.163,5.163,5.797,1,2.749,2.749,7.336,1,22.525,22.525,24.109,1,,1,2,21,2,,"Ist es moralisch richtig zu drcken ein Mann, falls es werde vier andere Leute I'm Sterben liegen?",1,,1,19,0,7,7,7,7,3,1,2,4,5,13,9,8,"Some of the questions were repeated numerous times, and I think there should be more options for answers; these are not real life scenarios."
