V1,V2,V3,V5,V7,V8,V9,V10,gc,term,Attn_MariaAdam,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_3,Speak_4,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,dv10,dv11,dv12,dv13,dv14,dv15,dv16,dv17,dv18,dv19,dv20,SubmitTime1,SubmitTime2,SubmitTime3,SubmitTime4,SubmitTime5,SubmitTime6,SubmitTime7,SubmitTime8,SubmitTime9,SubmitTime10,SubmitTime11,SubmitTime12,SubmitTime13,SubmitTime14,SubmitTime15,SubmitTime16,SubmitTime17,SubmitTime18,SubmitTime19,SubmitTime20,time_11,time_110,time_111,time_112,time_113,time_114,time_115,time_116,time_117,time_118,time_119,time_12,time_120,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_21,time_210,time_211,time_212,time_213,time_214,time_215,time_216,time_217,time_218,time_219,time_22,time_220,time_23,time_24,time_25,time_26,time_27,time_28,time_29,time_41,time_410,time_411,time_412,time_413,time_414,time_415,time_416,time_417,time_418,time_419,time_42,time_420,time_43,time_44,time_45,time_46,time_47,time_48,time_49,IRI_1,IRI_2,IRI_3,IRI_4,IRI_5,IRI_6,IRI_7,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,questioCRT1,questioCRT2,questioCRT3,questioCRT4,questioCRT5,answerCRT1,answerCRT2,answerCRT3,answerCRT4,answerCRT5,v191,v192,v193,v194,v195,timeCRT_11,timeCRT_12,timeCRT_13,timeCRT_14,timeCRT_15,timeCRT_21,timeCRT_22,timeCRT_23,timeCRT_24,timeCRT_25,timeCRT_41,timeCRT_42,timeCRT_43,timeCRT_44,timeCRT_45,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments,Include,cond
R_9NMeMIRyZCZnqTj,Default Response Set,Anonymous,0,0,10/21/15 18:24,10/21/15 18:39,1,,,,1,,,,,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,52.576,12.845,18.568,12.859,10.504,22.223,20.045,21.63,28.098,12.241,11.171,13.379,8.644,24.811,12.145,11.221,15.587,10.593,13.231,8.534,50.129,10.895,10.1,12.285,7.264,23.427,10.938,9.513,13.937,9.689,11.994,11.268,7.5,13.86,10.442,8.139,21.127,18.802,20.397,26.758,50.847,10.895,10.1,12.285,7.264,23.427,10.938,10.269,13.937,9.689,11.994,11.268,7.5,13.86,12.358,8.139,21.127,18.802,20.397,26.758,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,4,2,5,5,3,1,5,1,1,5,5,1,1,1,1,1,1,4,30,No,2.50,5,74.881,6.633,30.075,37.151,28.157,1.175,1.818,3.444,22.879,1.125,1.175,1.818,27.052,77.164,1.125,1,1,2,4,1,4,,2,21,1,Basically all of the scenarios in English seem familiar as moral dilemma questions.,Es apropriada tener secretos sobre su esposa de otro periodo para tener relacion romantico con nueva persona feliz y viva?,1,,1,14,0,5,7,6,5,7,7,7,7,0,19,39,39,nope,Yes,0
R_6W1LquoRDwmDX0h,Default Response Set,Anonymous,0,0,10/21/15 18:44,10/21/15 18:50,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,7.013,8.719,2.317,2.197,4.009,6.664,3.019,2.788,2.819,2.63,2.8,2.261,3.313,2.91,3.519,2.706,6.003,3.171,3.743,2.343,1.639,1.861,1.56,1.495,1.836,2.097,2.893,1.815,1.873,1.943,2.867,4.112,1.449,1.475,1.604,2.021,2.75,1.471,2.361,2.113,6.223,1.861,1.56,1.495,1.836,2.097,2.893,1.815,1.873,1.943,2.867,6.288,1.449,1.475,1.604,3.354,4.68,1.471,2.361,2.113,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1,5,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,18,30,No,4.50,12,16.076,12.961,5.933,7.582,5.864,12.863,3.846,3.807,4.816,3.532,12.863,3.846,3.807,4.816,3.532,1,1,1,1,1,,1,2,22,1,"I have heard about these situations on the news, etcetera ",Es apropriado para mantener secreto su viejo relacion amoroso ,1,,2,8,0,6,7,7,6,5,7,7,7,0,100,100,100,,Yes,0
R_eqxdQ1QFSKAkVvv,Default Response Set,Anonymous,0,0,10/21/15 19:04,10/21/15 19:50,1,,,,1,,,,1,1,,,1,"German, Portuguese",2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,27.042,25.181,339.623,86.03,81.972,30.387,14.829,72.629,33.682,22.718,45.371,60.227,17.99,39.366,12.295,16.734,187.402,118.475,23.111,13.111,25.559,21.625,43.946,58.554,15.51,38.037,11.238,15.419,26.99,40.49,17.978,23.802,7.336,337.836,84.608,80.49,28.878,13.452,71.356,32.117,25.559,21.625,43.946,58.554,16.628,38.037,11.238,15.419,186.611,117.982,22.164,23.802,7.336,338.346,84.608,80.49,28.878,13.452,71.356,32.117,1,1,1,1,2,1,1,1,3,4,2,1,1,2,1,1,1,1,1,1,4,3,3,3,3,2,4,2,2,4,3,2,1,1,1,1,1,4,29,No,2.25,5,129.757,56.134,27.824,49.407,266.735,81.515,52.725,24.31,19.559,260.754,81.515,52.725,24.31,33.822,260.754,1,1,1,5,1,,4,2,21,2,,Sera apropiado guardar tu relacin anterior un secreto para que l/ella permanecera feliz y la relacin permanecera viva? ,1,,2,12,1.5,5,6,7,6,7,7,7,7,0,35,45,19,,Yes,0
R_9BpUVFUGPStwQEl,Default Response Set,Anonymous,0,0,10/21/15 20:28,10/21/15 20:38,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,12.419,10.869,9.145,15.641,12.206,12.775,11.966,15.04,18.853,11.533,9.493,14.79,13.342,16.969,12.815,9.977,10.346,13.74,10.808,8.458,11.177,10.858,8.668,13.421,12.675,16.148,12.137,8.5,9.537,13.036,10.131,8.506,7.432,7.191,14.545,10.662,12.015,10,14.336,18.005,11.177,10.858,8.668,13.421,12.675,16.148,12.137,8.801,9.537,13.036,10.131,8.506,7.432,8.105,14.545,10.662,12.015,11.011,14.336,18.005,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,4,2,5,4,1,1,4,3,2,3,3,2,1,1,1,1,1,4,29,No,2.25,4.5,24.404,7.52,13.249,12.563,34.223,22.305,2.886,7.762,7.346,31.857,22.305,2.886,7.762,7.346,31.857,1,1,1,1,1,4,,2,21,2,,Es apropriado mantener en secreto tu relacion previa para que el/ella quedarse alegre y la relacion quedarse viva?,1,,1,13,0,5,5,6,6,7,7,7,7,0,3,19,0,,Yes,0
R_3gtpiSInAclnG8R,Default Response Set,Anonymous,0,0,10/21/15 18:08,10/21/15 20:51,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,15.028,27.669,13.514,18.776,15.777,23.208,21.904,12.6,29.126,16.649,17.755,4191.656,14.85,25.361,13.566,16.493,21.565,13.258,10.891,17.021,14.162,14.764,16.964,4190.667,12.339,24.59,9.963,15.786,20.685,12.335,9.942,26.788,16.407,12.593,16.98,13.615,22.421,21.321,10.458,28.218,14.162,16.045,16.964,4190.667,12.339,24.59,9.963,15.786,20.685,12.335,9.942,26.788,16.407,12.593,16.98,13.615,22.421,21.321,10.458,28.218,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,3,3,1,5,3,2,3,3,4,1,1,1,1,1,4,30,yes ,2.25,4.2,29.179,14.488,11.883,31.793,4713.345,27.21,11.341,7.47,28.443,20.912,27.21,11.341,7.47,28.443,4709.382,1,1,1,1,3,,4,2,21,1,I don't remember specifics just some seemed like others I read just changed a little different. ,es apropriado para tu quasar tu relacion previosa un secreto por eso l queda sentir Felix y la relacion esta viva,1,,2,12,6,5,7,7,7,7,7,7,7,0,0,0,20,,Yes,0
R_0GPu7sTi9kKQhh3,Default Response Set,Anonymous,0,0,10/21/15 21:14,10/21/15 21:41,1,,,,1,,,,1,1,1,,1,Persian (Farsi),2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,28.839,44.242,19.508,33.613,30.642,27.159,15.741,40.525,63.566,24.344,21.796,21.795,41.882,26.526,14.714,19.077,36.975,23.394,13.545,25.54,27.376,22.792,19.928,19.48,40.458,24.891,13.8,18.101,35.609,21.257,12.437,42.218,20.686,17.271,30.719,28.547,25.769,13.793,39.027,61.775,27.376,22.792,19.928,19.48,40.458,24.891,13.8,18.101,35.609,21.257,12.437,42.218,20.686,17.271,30.719,28.547,25.769,13.793,39.027,61.775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,4,3,4,1,1,5,4,1,1,1,1,1,1,4,28,No,2.25,5,127.622,81.414,36.543,43.257,71.826,1.524,18.092,15.917,27.333,69.741,1.524,18.092,15.917,27.333,69.741,1,1,1,1,1,4,,1,20,1,All of them except for the STD one and the border checkpoint one.,ÀEs apropiado guardar silencio sobre tu ltima relacin para que l/ella mantenga su feliz y as la relacin sobreviva?,1,,2,12,1,4,5,7,5,7,7,7,7,8,2,8,1,N/A,Yes,0
R_6VDE8Olxk0WDOrH,Default Response Set,Anonymous,0,0,10/21/15 22:17,10/21/15 22:42,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,9.754,42.449,73.33,40.531,24.368,69.189,15.435,23.625,88.24,17.065,11.732,8.913,81.414,20.552,15.051,24.532,10.664,21.514,16.778,15.23,8.504,15.893,9.771,6.678,78.282,19.41,13.519,22.88,3.601,19.135,14.726,38.61,4.114,72.27,39.243,22.591,68.018,13.783,21.809,85.622,8.504,15.893,9.771,7.286,78.282,19.41,13.519,22.88,3.601,19.135,14.726,38.61,13.965,72.27,39.243,22.591,68.018,13.783,21.809,86.274,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,4,2,4,3,3,2,4,3,3,4,4,4,1,1,1,1,1,9,30,Yes,2.25,5,42.398,7.832,18.435,95.723,280.125,3.077,2.299,2.192,2.312,3.366,35.735,2.299,11.617,2.312,276.094,2,1,2,1,3,4,,2,20,1,"Asking about animal testing, telling prior partners about information, and abortion: different settings but same general set up",Es apropriado mantener un novio prior en secreto para quedarse feliz y la relacion viva?,1,,1,13,1,5,6,7,6,7,7,7,7,1,9,17,4,,Yes,0
R_8qYJcjzney1aanH,Default Response Set,Anonymous,0,0,10/21/15 23:08,10/21/15 23:38,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,15.586,16.867,31.821,20.169,19.492,25.034,53.109,19.321,38.37,17.719,15.481,18.931,28.889,43.832,16.022,16.199,11.99,35.522,22.764,19.391,14.076,16.406,12.692,16.702,27.336,31.127,14.709,14.773,10.661,28.893,18.264,15.597,16.002,22.236,15.831,18.338,23.868,25.339,17.988,32.723,14.076,16.406,12.692,16.702,27.336,31.127,14.709,14.773,10.661,28.893,21.483,15.597,16.002,22.236,15.831,18.338,23.868,25.339,17.988,36.6,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,2,4,4,2,2,4,3,2,3,3,2,1,1,1,1,1,4.5,29,No,2.25,5,107.878,97.726,95.05,47.215,116.567,103.39,8.781,7.217,16.882,1.636,107.44,96.109,7.217,16.882,1.636,2,4,1,1,1,,4,1,32,2,,Àconsideras apropriado el mantener secreto la relacin anterior para mantenerlo/la feliz y la relacin viva?,1,,2,6,25,6,7,7,6,7,7,7,7,0,9,68,35,,Yes,0
R_erqh06FGk12eBhz,Default Response Set,Anonymous,0,0,10/21/15 23:23,10/21/15 23:44,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,3,1,1,2,2,1,2,1,2,1,2,45.736,26.995,19.181,49.728,17.083,164.365,35.799,26.721,16.804,32.086,14.402,16.807,15.882,26.794,8.159,16.871,16.599,36.642,23.035,16.152,44.318,30.661,13.349,15.739,11.471,25.897,7.193,16.107,15.433,35.508,20.004,22.827,13.617,17.07,31.311,15.982,23.864,34.732,21.445,15.619,44.318,31.24,13.349,15.739,12.806,25.897,7.193,16.107,15.433,35.508,21.636,25.848,13.617,17.701,48.143,15.982,23.864,34.732,23.952,15.619,1,2,1,1,2,1,1,1,1,1,3,4,1,2,9,1,1,1,2,1,5,1,5,5,2,2,4,4,2,3,3,2,1,1,1,1,1,4,29,No,2.25,5,67.325,71.02,24.103,30.665,61.238,5.616,1.697,1.675,4.966,14.356,5.616,1.697,13.826,26.064,14.356,1,1,2,2,1,4,,2,21,2,,Es apropiada si tienes un secreto sobre una relacin pasado para mantener una relacin actual,1,,2,13,7,5,6,7,5,7,7,7,7,0,21,28,28,,Yes,0
R_eQm4q2TOtOPruDz,Default Response Set,Anonymous,0,0,10/22/15 8:38,10/22/15 9:13,1,,,,1,,,,1,1,,,1,Hmong,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,22.504,20.375,20.099,37.325,35.229,21.904,49.457,17.583,17.749,24.577,24.094,16.433,27.294,33.295,33.454,11.944,24.353,22.848,33.206,10.061,21.82,23.374,23.226,15.558,26.482,32.364,32.578,11.052,22.437,21.933,31.714,19.564,8.769,19.127,31.594,34.153,20.74,48.526,16.611,16.809,21.82,23.374,23.226,15.558,26.482,32.364,32.578,11.052,22.437,21.933,31.714,19.564,8.801,19.127,31.594,34.153,20.74,48.526,16.611,16.825,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,4,2,2,1,1,1,5,3,1,1,1,1,1,1,4,30,No,2.25,1.5,121.572,47.896,84.375,349.309,80.971,119.553,45.861,72.02,10.187,78.455,119.553,45.861,78.771,221.14,78.455,1,1,2,3,1,,4,2,23,2,,Es appropriado para que obtenas tus relacionnes previas en secreto para mantener el/ella feliz y la relacion viva?,1,,1,12,6,1,3,4,2,6,5,5,2,0,0,0,0,,Yes,0
R_0HhnVzWq1AWdqct,Default Response Set,Anonymous,0,0,10/22/15 10:00,10/22/15 10:27,1,,,,1,,,,1,1,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,17.782,18.837,21.519,39.712,26.391,23.347,45.982,30.73,23.907,27.988,17.942,18.123,24.395,32.148,18.781,43.463,23.4,31.497,12.313,36.177,16.178,25.874,16.051,15.917,22.777,2.881,16.996,41.116,21.478,26.259,10.561,16.473,34.381,19.165,37.05,24.206,20.474,43.256,28.481,21.596,16.178,25.874,16.051,15.917,22.777,16.997,16.996,41.116,21.478,26.259,10.561,16.473,34.381,19.165,37.05,24.206,20.474,45.262,28.481,21.807,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,5,4,1,1,5,2,2,4,4,2,1,1,1,1,1,2,30,yes,2.25,1.5,113.787,47.58,20.922,134.435,52.691,40.456,6.933,7.081,17.264,36.269,94.015,6.933,7.081,17.264,36.269,2,1,1,1,1,4,,2,20,1,"The ones that involved smothering a child, deciding whether to give a flu vaccine, deciding whether to swerve to avoid hitting different people, and deciding whether to abort a child.",Es apropiado mantener en secreto su relacion anterior para que el este contento y para mantener su relacion con el?,1,,2,15,1,4,5,5,5,7,7,7,7,5,5,50,30,"I was unable to use accents on the questions that asked me to translate a sentence into Spanish, so I think it would be good to fix that to get a better idea of how people write in Spanish.",Yes,0
R_0D3sra2UsrKkKfH,Default Response Set,Anonymous,0,0,10/22/15 12:17,10/22/15 12:50,1,,,,1,,,,,1,1,,1,Italian,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,34.748,46.434,35.858,88.025,43.815,32.834,45.912,119.589,48.683,38.701,48.492,27.964,69.121,64.187,61.47,26.564,28.653,36.836,25.026,10.956,22.943,37.542,3.431,26.731,13.788,63.173,36.217,24.777,5.106,2.296,24.036,39.067,10.039,34.567,86.849,13.476,24.194,44.204,115.838,19.596,22.943,37.542,46.706,26.731,68.275,63.173,54.731,24.777,26.372,35.575,24.036,39.067,10.039,35.438,86.849,40.669,30.848,44.204,116.914,46.227,1,1,5,1,5,1,3,1,5,6,1,1,1,2,1,9,2,1,2,8,5,2,4,5,4,3,4,3,3,4,4,4,1,1,1,1,1,9,30,Yes ,2.25,3,51.776,25.746,22.368,137.19,65.375,25.164,21.99,9.346,6.852,29.698,32.62,25.421,9.346,109.535,43.344,5,2,1,2,5,,2,1,21,2,,ÀEs apropiado para usted a mantener su relacin anterior como secreto para que su pareja sea contenta y para continuar la relacin?,1,,1,12,0,6,6,6,6,7,7,6,5,0,20,40,40,,Yes,0
R_6Q0ZJ2UzZ3IWo73,Default Response Set,Anonymous,0,0,10/22/15 14:51,10/22/15 15:39,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,30.233,18.794,5.878,27.348,34.831,26.297,28.386,15.119,22.764,37.186,21.979,30.819,29.334,15.088,27.972,22.101,39.38,1290.982,22.125,19.476,28.6,36.292,11.701,29.766,21.911,14.005,27.205,21.274,36.329,1289.671,20.802,16.902,17.023,4.855,25.916,19.313,23.879,27.338,13.427,20.989,28.6,36.292,11.701,29.766,21.911,14.005,27.205,21.274,36.329,1289.671,20.802,16.902,17.816,4.855,25.916,19.313,24.914,27.338,13.427,20.989,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1,5,5,2,1,5,1,1,5,4,2,1,1,1,1,1,4,29,No,2.25,5,225.048,72.27,31.805,42.089,60.91,219.923,57.685,27.095,28.042,50.775,219.923,57.685,27.095,28.042,50.775,1,1,1,1,1,,4,2,19,1,Abortion and car crash,ÀEs apropriado guardar un secreto sobre su relacin anterior para mantener la felicidad en su relacin y para mantener una relacin viva?,1,,1,16,0,5,7,7,6,7,7,7,7,0,17,30,2,,Yes,0
R_ahocvsEW5Nyi1Ux,Default Response Set,Anonymous,0,0,10/22/15 18:43,10/22/15 19:00,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,20.164,41.447,13.6,11.432,12.079,17.928,32.886,60.785,17.236,23.871,15.591,13.949,38.054,25.767,32.023,10.387,15.856,26.3,22.522,15.336,18.795,20.905,11.607,10.857,32.546,24.273,30.369,8.881,14.708,25.13,12.459,19.89,8.369,12.466,9.928,10.386,16.783,29.063,55.314,16.041,18.795,20.905,11.607,10.857,32.546,24.273,30.369,8.881,14.708,25.13,12.459,19.89,8.369,12.466,9.928,10.386,16.783,29.063,55.314,16.041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,2,1,5,1,1,5,4,2,1,1,1,1,1,4,30,no,2.25,3,29.127,15.418,25.765,29.577,25.973,12.778,12.312,21.927,24.154,23.053,12.778,12.312,21.927,24.154,23.053,1,1,1,1,1,,4,2,31,2,,Esta apropriada mantener tu relacion anterior un secreto para que tu pareja sea feliz y la relacion continua,1,,2,18,24,6,6,6,4,7,7,7,7,0,9,31,32,,Yes,0
R_8GNTLNjoyUfoyBT,Default Response Set,Anonymous,0,0,10/22/15 21:15,10/22/15 21:40,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,40.695,19.56,23.983,42.268,26.989,35.403,47.32,21.451,29.573,27.858,36.716,16.452,18.106,24.816,32.758,16.948,27.078,25.711,27.797,23.298,38.57,26.644,34.367,14.492,16.634,23.261,30.938,15.086,23.883,23.751,26.266,17.212,18.806,21.655,39.638,25.296,33.532,44.918,19.751,27.26,38.57,26.644,34.367,14.492,16.634,23.261,30.938,15.086,26.431,23.751,26.266,17.212,18.806,21.655,39.638,25.296,33.532,44.918,19.751,27.26,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,5,5,1,1,5,2,1,4,5,4,1,1,1,1,1,4,30,No,2.25,5,133.811,39.946,62.747,181.743,102.459,0.977,1.2,40.448,11.023,1.085,0.977,37.705,40.448,11.023,1.085,1,2,1,1,1,4,,2,19,2,,Es apropiado mantener su tilma relacin un secreto para mantener su relacin ahora algre y viva? ,1,,2,15,3,5,5,5,6,7,7,7,7,0,0,6,0,,Yes,0
R_5tI2AL8ieAnbYdT,Default Response Set,Anonymous,0,0,10/23/15 12:43,10/23/15 13:02,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,20.808,26.042,20.181,20.846,13.135,22.867,25.587,34.869,41.11,27.115,30.567,18.76,32.982,35.515,13.543,19.59,23.14,24.192,33.477,27.372,19.596,25.409,28.795,16.611,31.347,34.12,12.225,18.163,20.535,22.688,31.173,19.372,20.99,19.024,14.266,11.839,21.301,24.014,33.603,39.729,19.596,25.409,28.795,16.611,31.347,34.12,12.225,18.163,20.535,22.688,31.173,19.372,20.99,19.024,14.266,11.839,21.301,24.014,33.603,39.729,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,3,2,3,5,2,4,3,3,1,1,1,1,1,4,29,No,2.25,5,63.658,17.926,19.543,34.957,22.672,50.495,5.439,10.984,16.058,9.366,50.495,5.439,10.984,20.164,9.366,1,1,1,2,1,,4,1,20,1,The abortion scenarios are often discussed in modern politics,ÀEs apropriado de mantener su relacin anterior un secreto para mantenerlo felz y la relacin vivo?,1,,1,13,0.5,5,5,6,6,7,7,7,7,0,0,0,0,,Yes,0
R_1NZ66mwQnbA3DKt,Default Response Set,Anonymous,0,0,10/23/15 16:39,10/23/15 21:05,1,,,,1,,,,1,1,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,4.416,11.084,11.838,21.93,14.062,5.625,33.696,14.909,13.365,5.751,6.8,6.879,15.07,16.725,6.581,24.405,11.271,17.181,8.174,10.575,2.816,4.6,5.409,5.481,12.203,12.318,5.372,13.655,10.141,15.21,7.146,9.895,9.416,9.704,17.372,9.085,3.937,30.011,12.534,11.855,2.816,4.6,5.409,5.481,12.203,12.318,5.372,13.655,10.141,15.21,7.146,9.895,9.416,9.704,20.673,9.085,3.937,31.12,12.534,11.855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,5,1,5,5,1,2,5,2,3,3,2,2,1,1,1,1,1,9,29,Yes,2.25,5,17.548,78.072,26.108,16.328,20.475,2.404,1.777,2.209,2.209,1.481,2.404,1.777,2.209,2.209,1.481,1,1,1,1,1,4,,1,21,1,"The car, the abortion, the bomber",Es apropiado guardar en secreto tu pareja anterior para mantener tu novio(a) feliz y vivir la pareja?,1,,1,15,2,7,6,7,7,7,7,7,7,3,1,5,6,no,Yes,0
