V1,V2,V3,V4,V5,V7,V8,V9,V10,Source,Code,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,status,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv3,dv5,dv7,dv9,dv11,dv13,dv15,dv17,dv19,dv2,dv4,dv6,dv8,dv10,dv12,dv14,dv16,dv18,dv20,time_11,time_21,time_31,time_41,time_12,time_22,time_32,time_42,time_13,time_23,time_33,time_43,time_14,time_24,time_34,time_44,time_15,time_25,time_35,time_45,time_16,time_26,time_36,time_46,time_17,time_27,time_37,time_47,time_18,time_28,time_38,time_48,time_19,time_29,time_39,time_49,time_110,time_210,time_310,time_410,time_111,time_211,time_311,time_411,time_112,time_212,time_312,time_412,time_113,time_213,time_313,time_413,time_114,time_214,time_314,time_414,time_115,time_215,time_315,time_415,time_116,time_216,time_316,time_416,time_117,time_217,time_317,time_417,time_118,time_218,time_318,time_418,time_119,time_219,time_319,time_419,time_120,time_220,time_320,time_420,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments,Q31,Include
R_2SvM8vz3HoRaFpY,Default Response Set,Anonymous,10,2,,9/8/16 5:39,9/8/16 5:56,1,8583,Z760B,I_motocross,C_wood press,I_torture,C_grizzly,I_footbridge,C_torture,C_cargo,I_transplant,I_cargo,I_nurse,C_nurse,C_air show,C_transplant,C_motocross,C_vaccine,I_wood press,I_air show,C_footbridge,I_grizzly,I_vaccine,complete,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,17.217,21.192,23.54,2,31.981,31.981,33.25,1,32.044,32.044,34.632,1,27.481,27.481,30.332,1,10.727,13.14,14.309,3,34.622,34.622,36.716,1,46.523,46.523,50.819,1,24.176,24.176,27.247,1,13.881,13.881,17.353,1,62.318,62.318,64.051,1,16.648,16.648,19.127,1,12.44,12.44,14.604,1,10.436,24.379,25.707,2,16.77,16.77,18.887,1,17.933,17.933,19.99,1,75.778,75.778,77.485,1,35.861,35.861,38.724,1,7.481,7.481,10.685,1,25.185,25.185,29.228,1,16.841,16.841,19.344,1,,4,1,21,2,,"Ist es moralisch vereinbar den nchsten Passanten vor einen nahenden Zug zu sto§en, um 4 anderen Passanten das Leben zu retten?",1,,2,13,16,7,7,7,7,5,7,5,4,9,18,41,72,,1,1
R_2uDGEdOysXMQs7J,Default Response Set,Anonymous,11,2,,9/8/16 5:34,9/8/16 5:56,1,4312,A404B,I_cargo,C_wood press,I_transplant,I_torture,I_wood press,I_motocross,C_motocross,I_grizzly,C_footbridge,I_nurse,C_nurse,C_cargo,C_air show,C_transplant,C_torture,I_vaccine,C_vaccine,I_air show,C_grizzly,I_footbridge,complete,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,92.822,92.822,94.618,1,21.062,21.062,21.686,1,27.794,27.794,28.668,1,34.71,34.71,35.415,1,23.63,25.113,27.555,3,39.947,39.947,42.344,1,39.703,39.703,41.565,1,26.992,26.992,31.168,1,58.382,58.382,59.46,1,59.539,59.539,60.394,1,86.378,86.378,87.134,1,47.422,47.422,48.042,1,20.442,20.442,21.105,1,20.355,20.355,21.257,1,42.055,42.055,42.895,1,28.704,28.704,29.386,1,67.701,67.701,68.428,1,22.844,22.844,23.619,1,15.749,15.749,16.536,1,33.644,33.644,34.411,1,,4,2,18,2,,"Ist es moralisch richtig den nebenstehenden Mann zu sto§en, um zu verhindern, dass vier andere Menschen sterben?",1,,2,12,0,7,7,7,6,5,5,6,5,10,20,70,70,,1,1
R_1o1H8h652p7EqWd,Default Response Set,Anonymous,12,2,,9/8/16 5:47,9/8/16 6:03,1,3893,Z369Y,C_wood press,C_transplant,I_torture,C_grizzly,I_cargo,I_motocross,C_nurse,I_grizzly,C_vaccine,C_torture,I_air show,I_nurse,C_motocross,C_footbridge,C_cargo,I_footbridge,C_air show,I_wood press,I_transplant,I_vaccine,complete,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,28.593,28.593,29.417,1,7.487,7.915,9.319,2,27.418,27.418,28.324,1,9.688,10.777,11.229,2,21.525,21.525,23.829,1,8.373,8.373,9.639,1,25.556,25.556,26.38,1,3.22,3.22,4.162,1,12.725,12.725,13.95,1,78.075,78.075,78.916,1,115.358,115.358,116.169,1,42.169,42.169,43.035,1,40.389,40.389,41.138,1,19.804,19.804,20.826,1,13.431,13.431,14.981,1,37.492,37.492,38.186,1,11.173,11.173,12.113,1,24.502,24.502,26.209,1,18.844,18.844,19.587,1,30.546,30.546,31.321,1,,4,1,25,1,As I studied philosophy I know such problems as trolley problems.,"Es ist moralisch richtig einen nebenstehenden Mann zu schubsen, um 4 andere Menschen vor dem Tod zu bewahren.",1,,1,8,1,7,7,7,6,6,6,6,5,0,20,92,51,,1,1
R_1g5tfMEPmv6vvIU,Default Response Set,Anonymous,13,2,,9/8/16 5:49,9/8/16 6:08,1,8459,Z749Y,C_cargo,C_nurse,I_torture,I_cargo,C_motocross,C_transplant,C_grizzly,I_transplant,I_footbridge,I_vaccine,I_grizzly,C_wood press,C_air show,C_footbridge,I_nurse,I_wood press,I_air show,I_motocross,C_vaccine,C_torture,complete,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,30.453,30.453,31.606,1,43.117,43.117,44.245,1,43.723,43.723,44.723,1,5.538,7.034,7.895,2,9.011,9.011,9.909,1,44.828,44.828,45.73,1,6.566,6.566,9.321,1,36.576,36.576,38.04,1,12.29,12.29,13.645,1,45.965,47.485,50.164,2,16.501,16.501,17.899,1,33.235,33.235,34.127,1,26.007,26.007,26.997,1,6.215,6.215,7.02,1,11.654,11.654,13.569,1,49.579,49.579,51.208,1,6.734,8.526,9.506,2,34.845,34.845,36.747,1,34.438,34.438,35.523,1,14.935,16.343,17.774,2,4,,2,52,2,,"Ist es moralisch korrekt, den nchstgelegenden Mann zu sto§en, um 4 andere Menschen vor dem Tos zu bewahren?",1,,1,10,0,7,7,7,7,3,3,3,2,29,0,0,29,,1,1
R_2wGJm0PUtQib5wB,Default Response Set,Anonymous,14,2,,9/8/16 5:59,9/8/16 6:14,1,1392,A161Y,I_footbridge,I_nurse,C_footbridge,C_vaccine,C_transplant,I_grizzly,I_transplant,I_vaccine,C_nurse,I_torture,C_air show,C_motocross,I_air show,C_cargo,I_cargo,C_torture,C_grizzly,I_wood press,C_wood press,I_motocross,complete,1,,1,Russian,1,1,1,Russian,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,9.973,9.973,10.763,1,30.316,30.316,31.21,1,25.926,25.926,26.948,1,12.147,12.147,12.909,1,26.349,26.349,27.041,1,26.417,26.417,27.27,1,2.364,2.364,7.016,1,31.856,31.856,32.578,1,36.237,36.237,37.131,1,2.223,2.223,3.132,1,13.038,13.038,14.211,1,16.313,16.313,16.989,1,17.47,17.47,18.377,1,28.859,28.859,29.85,1,38.667,38.667,39.383,1,2.066,2.066,3.517,1,30.676,30.676,31.644,1,27.05,27.05,27.87,1,29.413,29.413,30.598,1,31.879,31.879,32.807,1,,4,1,19,2,,"Ist es moralisch vertretbar eine Person zu sto§en, um vier andere vom Tod zu retten ?",3,Russia,1,8,0,7,7,7,7,6,7,6,5,4,61,92,90,,1,1
R_31axiQ7KRidTWwb,Default Response Set,Anonymous,15,2,,9/8/16 6:13,9/8/16 6:29,1,4353,Z407Y,C_motocross,I_grizzly,I_wood press,I_torture,C_torture,I_nurse,C_vaccine,I_cargo,I_vaccine,I_footbridge,C_cargo,C_grizzly,C_transplant,I_air show,I_transplant,C_air show,C_footbridge,C_wood press,I_motocross,C_nurse,complete,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,33.308,33.308,34.45,1,14.29,14.29,16.479,1,30.011,30.011,31.762,1,27.439,27.439,29.166,1,58.881,58.881,60.431,1,25.384,25.384,26.553,1,26.071,26.071,27.798,1,30.017,30.017,31.807,1,33.42,33.42,34.603,1,15.47,15.47,17.519,1,13.98,13.98,15.375,1,20.185,20.185,21.293,1,6.979,6.979,19.407,1,21.225,21.225,22.353,1,32.083,32.083,33.878,1,16.168,16.168,20.381,1,53.653,53.653,54.845,1,15.239,16.431,19.053,2,19.14,19.14,20.922,1,13.131,13.131,15.124,1,4,,2,36,2,,"Ist es moralisch korrekt, den in der Nhes stehenden Mann zu schubsen, um zu verhinder, dass vier andere Menschen sterben?",1,,1,11,3,7,7,7,7,6,6,6,6,0,0,20,20,none,1,1
R_1ezSBIjYhJUoGmk,Default Response Set,Anonymous,16,2,,9/8/16 6:27,9/8/16 6:36,1,334,A72B,I_nurse,C_nurse,C_footbridge,I_torture,C_transplant,C_torture,C_motocross,I_transplant,C_grizzly,C_cargo,I_cargo,I_vaccine,C_air show,C_wood press,I_motocross,C_vaccine,I_wood press,I_grizzly,I_air show,I_footbridge,complete,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,6.3,6.3,7.388,1,12.883,12.883,15.393,1,28.35,28.35,29.503,1,19.694,19.694,20.688,1,3.097,3.097,4.003,1,15.752,15.752,16.864,1,2.594,2.594,4.059,1,36.8,36.8,38.684,1,4.456,4.456,5.289,1,16.316,16.316,17.448,1,5.952,6.736,7.888,2,15.893,15.893,16.771,1,5.047,5.047,6.443,1,4.033,4.033,6.935,1,2.247,2.247,3.087,1,1.676,1.676,8.916,1,39.821,39.821,41.428,1,14.398,14.398,21.359,1,2.081,2.081,3.49,1,42.899,42.899,47.014,1,4,,1,37,2,,"Ist es moralisch ok den nahe stehenden Mann zu schubsen,um andere Leute vor dem Tot zu schtzen?",1,,1,13,0,7,7,7,7,4,4,4,4,0,9,10,10,,1,1
R_3F4ogTrMQaauwSq,Default Response Set,Anonymous,17,2,,9/8/16 6:19,9/8/16 6:40,1,1261,Z150B,I_cargo,I_air show,I_torture,C_vaccine,C_torture,I_transplant,I_wood press,C_motocross,I_motocross,I_footbridge,C_nurse,I_vaccine,C_wood press,I_nurse,C_cargo,C_grizzly,C_air show,I_grizzly,C_footbridge,C_transplant,complete,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,60.685,60.685,61.829,1,21.824,21.824,22.976,1,82.321,82.321,83.593,1,53.796,53.796,54.837,1,34.282,34.282,35.596,1,10.883,10.883,12.075,1,23.722,23.722,24.61,1,25.161,25.161,26.13,1,33.822,33.822,35.178,1,18.799,18.799,19.695,1,14.444,14.444,15.8,1,15.259,15.259,18.188,1,15.594,15.594,16.512,1,86.382,86.382,88.091,1,26.13,26.13,27.035,1,27.705,27.705,28.499,1,15.613,15.613,16.846,1,23.295,23.295,24.449,1,21.177,21.177,22.329,1,30.638,52.15,53.343,2,1,,1,40,2,,"Ist es moralisch richtig, den Mann in der Nhe zu sto§en um vier andere Personen vor dem Tod zu bewahren?",1,,1,12,1,7,7,7,7,4,5,5,4,0,10,10,25,no suggestions,1,1
R_bI0XVjcPSMKIISd,Default Response Set,Anonymous,18,2,,9/8/16 6:18,9/8/16 6:46,1,4291,Z402B,C_nurse,I_footbridge,C_vaccine,I_nurse,C_footbridge,I_grizzly,I_vaccine,I_transplant,C_transplant,C_cargo,C_motocross,I_motocross,C_grizzly,C_air show,I_air show,C_wood press,I_cargo,I_wood press,C_torture,I_torture,complete,1,,,,,1,1,Spanish,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,39.818,39.818,41.628,1,44.985,44.985,46.331,1,9.15,9.15,10.859,1,2.237,41.093,42.944,3,24.595,24.595,26.234,1,32.322,32.322,34.508,1,17.215,18.778,19.914,2,36.81,38.159,38.698,2,24.054,24.054,26.864,1,59.263,60.601,61.688,2,623.598,623.598,624.995,1,8.185,8.185,10.286,1,19.653,19.653,23.57,1,25.038,25.038,26.35,1,41.671,41.671,49.081,1,35.755,37.442,38.53,2,27.78,27.78,30.261,1,36.66,36.66,40.728,1,35.915,37.506,38.76,2,20.734,20.734,22.339,1,,4,2,32,2,,"Ist es moralisch korrekt, einen Mann in der Nhe zu schucken, um 4 andere Leute vor dem Sterben zu bewahren?",1,,2,6,17,7,7,7,7,7,7,7,7,0,0,8,50,,1,1
R_2QyzoWku9fufz3w,Default Response Set,Anonymous,19,2,,9/8/16 6:29,9/8/16 6:47,1,9331,Z822B,I_cargo,I_grizzly,I_vaccine,I_nurse,I_transplant,I_wood press,I_torture,I_motocross,C_transplant,C_wood press,C_vaccine,C_air show,C_footbridge,C_motocross,C_nurse,C_cargo,I_air show,C_grizzly,C_torture,I_footbridge,complete,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,41.527,41.527,42.798,1,13.143,13.463,14.541,2,25.259,25.259,26.408,1,32.822,32.822,35.615,1,16.691,16.691,17.567,1,29.343,29.343,30.181,1,33.905,33.905,35.21,1,30.233,30.233,31.234,1,43.525,44.485,44.874,2,25.22,25.22,26.673,1,28.298,28.298,29.089,1,29.345,29.345,30.488,1,23.484,23.484,24.808,1,21.478,21.478,22.395,1,49.198,49.198,50.291,1,35.399,35.399,36.588,1,38.035,43.819,45.621,2,16.595,16.595,17.576,1,30.622,30.622,31.921,1,36.735,37.405,37.954,2,,4,1,28,2,,"Ist es moralisch richtig den nebenstehenden Mann zu schubsen, um den Tod von vier anderen Leuten zu verhindern?",1,,2,10,1,7,7,7,7,6,6,6,6,2,10,12,39,,1,1
R_29oyiIpGtlA6SIv,Default Response Set,Anonymous,20,2,,9/8/16 6:12,9/8/16 6:53,1,5113,Z471Y,I_air show,C_vaccine,C_nurse,C_transplant,C_wood press,C_cargo,C_torture,I_vaccine,C_air show,I_wood press,I_nurse,I_footbridge,C_grizzly,I_grizzly,I_transplant,I_torture,C_footbridge,C_motocross,I_motocross,I_cargo,complete,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,1,2,82.162,84.224,86.394,2,55.563,61.769,63.481,7,87.624,92.05,93.844,5,28.249,31.288,32.854,5,105.562,108.313,110.358,6,83.549,86.941,88.428,6,39.093,42.978,46.355,3,89.474,93.847,94.865,4,123.849,126.213,127.641,5,132.536,134.862,136.726,4,49.949,52.164,53.836,4,68.868,70.928,72.323,2,67.219,67.219,68.726,1,71.561,71.561,73.925,1,98.746,101.827,103.453,5,14.356,17.281,19.283,4,39.008,41.873,43.359,5,92.139,94.327,97.355,3,78.406,80.34,81.547,3,102.006,105.909,107.245,10,,4,1,30,2,,ist es moralisch korrekt den Mann in der Nhe zu drcken um vier andere Leute vor dem Tod zu schtzen?,1,,3,11,0,6,6,6,6,4,4,3,3,7,29,29,28,,1,1
R_3jcAh9jB9uTI6ZM,Default Response Set,Anonymous,21,2,,9/8/16 6:44,9/8/16 6:58,1,6743,Z606B,C_transplant,C_vaccine,I_grizzly,C_footbridge,I_nurse,I_air show,C_air show,I_vaccine,I_wood press,I_torture,C_motocross,I_transplant,C_nurse,I_motocross,C_grizzly,C_cargo,C_wood press,I_footbridge,C_torture,I_cargo,complete,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,6.097,6.097,6.966,1,7.219,7.219,8.066,1,5.871,5.871,6.787,1,4.689,4.689,5.817,1,5.854,5.854,6.745,1,4.981,4.981,5.972,1,42.511,42.511,43.423,1,8.741,8.741,9.818,1,8.289,8.289,9.368,1,6.457,6.457,7.615,1,8.674,8.674,9.708,1,18.324,18.324,19.697,1,13.697,14.106,15.026,2,290.521,290.521,291.476,1,9.181,9.181,10.315,1,8.574,8.574,9.738,1,10.426,11.37,11.761,2,6.509,6.509,7.34,1,5.942,5.942,6.743,1,58.342,58.342,59.337,1,,4,1,39,2,,0,1,,1,18,2,7,7,7,7,5,5,5,3,28,71,60,73,,1,2
R_1gC7316sah0Bt66,Default Response Set,Anonymous,22,2,,9/8/16 6:41,9/8/16 7:00,1,2997,Z294B,I_footbridge,I_wood press,I_motocross,I_grizzly,I_nurse,C_wood press,C_motocross,C_vaccine,C_transplant,C_torture,I_cargo,I_vaccine,I_air show,I_torture,C_cargo,C_nurse,C_air show,I_transplant,C_grizzly,C_footbridge,complete,1,,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,37.171,37.171,39.118,1,25.351,25.351,26.905,1,18.361,18.361,20.167,1,50.556,50.556,52.901,1,36.601,36.601,38.745,1,35.193,35.193,36.924,1,34.431,34.431,36.076,1,24.75,24.75,26.513,1,46.719,46.719,48.554,1,40.348,40.348,42.092,1,12.329,12.329,13.972,1,28.614,28.614,30.428,1,19.318,19.318,21.141,1,6.47,26.654,28.569,2,46.833,46.833,48.365,1,23.161,23.161,24.933,1,34.971,34.971,37.94,1,25.782,25.782,27.874,1,35.756,35.756,37.475,1,27.399,27.399,29.091,1,4,,1,19,1,train and hospital,"Ist es moralisch vertretbar, den Man vor sich zu schubsen, um vier anderen Menschen das Leben zu retten?",1,,2,6,6,7,7,7,7,7,6,7,6,9,12,54,63,"Please take into account, that I am a philosophy student and my answers might therefore be different to these of common people",1,1
R_BQCoEgzmOcVx1w5,Default Response Set,Anonymous,23,2,,9/8/16 6:55,9/8/16 7:01,1,9227,Z813Y,C_motocross,I_cargo,I_nurse,C_wood press,I_footbridge,C_nurse,I_air show,I_torture,I_wood press,C_grizzly,I_motocross,C_footbridge,C_cargo,I_grizzly,C_transplant,I_transplant,C_torture,C_vaccine,C_air show,I_vaccine,complete,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,7.814,7.814,8.594,1,6.373,6.373,8.329,1,4.444,4.444,5.232,1,3.459,3.459,4.207,1,2.755,2.755,3.383,1,2.804,2.804,3.775,1,3.054,3.054,3.899,1,13.504,13.504,14.997,1,4.442,4.81,6.035,2,5.605,6.543,6.826,2,4.331,5.218,5.486,2,5.575,5.575,6.33,1,4.542,4.542,5.283,1,4.963,4.963,5.847,1,4.79,4.79,5.649,1,3.69,3.69,4.461,1,7.303,7.303,8.307,1,4.717,4.717,5.794,1,3.612,3.612,4.385,1,4.956,4.956,6.031,1,4,,2,33,1,All of them,"Es ist moralisch korrekt den nebenstehenden Mann zu schubsen, um 4 andere Leute vor dem Tod zu schtzen.",1,,2,14,3,7,7,7,7,5,5,5,5,8,20,11,24,Nope,1,1
R_CgnB57JHtS2YJdT,Default Response Set,Anonymous,24,2,,9/8/16 6:52,9/8/16 7:08,1,3155,Z307Y,C_transplant,C_motocross,C_footbridge,C_nurse,C_wood press,I_transplant,I_motocross,I_cargo,I_vaccine,C_cargo,C_vaccine,I_air show,I_wood press,C_air show,C_grizzly,I_grizzly,I_torture,C_torture,I_nurse,I_footbridge,complete,1,,,,,1,1,"French, Spanisch",2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,38.287,38.287,39.459,1,9.685,9.685,10.917,1,34.56,34.56,35.762,1,14.726,14.726,15.851,1,31.886,31.886,34.277,1,23.403,23.403,30.412,1,16.09,16.09,16.877,1,31.753,31.753,33.269,1,15.854,15.854,16.601,1,39.248,39.248,41.418,1,33.223,33.223,35.767,1,40.52,40.52,41.57,1,15.765,15.765,18.071,1,13.823,13.823,16.01,1,14.696,14.696,17.77,1,34.733,34.733,35.806,1,18.545,26.698,27.754,2,24.992,24.992,26.003,1,26.503,26.503,27.595,1,45.014,45.014,45.882,1,,4,1,29,2,,"Es ist moralisch in Ordnung, den neben mir stehenden Mann zu schubsen, um vier Leute vorm Tod zu schtzen.",1,,1,11,3,7,7,7,7,6,6,6,5,0,11,15,20,,1,1
R_eVdyEzvH98SmbzX,Default Response Set,Anonymous,25,2,,9/8/16 6:20,9/8/16 7:15,1,4555,Z424B,C_cargo,C_air show,C_wood press,C_footbridge,C_nurse,C_motocross,C_grizzly,I_transplant,I_vaccine,I_grizzly,I_nurse,I_motocross,I_torture,C_vaccine,I_wood press,I_footbridge,C_torture,I_cargo,I_air show,C_transplant,complete,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,100.252,100.252,102.2,1,275.281,275.281,277.189,1,87.541,87.541,89.261,1,55.069,55.069,60.021,1,87.765,87.765,89.805,1,266.823,266.823,268.346,1,20.062,20.062,23.393,1,192.373,192.373,194.07,1,323.069,323.069,325.382,1,202.68,202.68,204.106,1,69.706,69.706,71.202,1,38.935,38.935,41.151,1,51.33,51.33,58.923,1,168.194,168.194,171.53,1,18.967,18.967,130.604,1,163.986,163.986,191.198,1,33.009,33.009,34.45,1,79.62,79.62,97.819,1,67.092,67.092,69.173,1,168.91,168.91,171.78,1,,4,2,28,2,,"Ist es moralisch korrekt einen in der Nhe stehenden Mann zu sto§en um vier andere Menschen davor zu bewahren, dass sie gettet werden?",1,,2,12,4,7,7,7,7,5,6,6,5,0,0,29,29,Very interesting study but it was unpleasant to answer these questions. :),1,1
R_2bIOs5nRegESyXp,Default Response Set,Anonymous,26,2,,9/8/16 7:05,9/8/16 7:17,1,7879,Z701Y,I_motocross,C_grizzly,C_footbridge,C_nurse,C_transplant,I_grizzly,I_vaccine,I_cargo,I_air show,C_cargo,C_wood press,C_torture,I_transplant,I_nurse,C_air show,C_vaccine,I_wood press,I_footbridge,C_motocross,I_torture,complete,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,2,26.329,26.329,27.606,1,3.504,5.304,6.574,2,4.104,4.104,6.203,1,29.427,29.427,30.762,1,19.511,19.511,20.851,1,4.79,4.79,5.76,1,45.092,45.092,45.984,1,6.285,6.285,11.792,1,3.958,3.958,9.259,1,26.711,28.087,29.171,2,4.583,4.583,5.683,1,18.989,20.47,20.902,3,13.185,13.185,14.688,1,5.408,5.408,7.201,1,8.153,8.153,11.015,1,36.676,36.676,38.73,1,5.847,5.847,6.883,1,25.809,25.809,27.296,1,9.237,9.237,10.432,1,30.258,31.482,32.98,2,4,,2,20,2,,Ist es moralisch korrekt einen nahestehenden Mann zu  drcken um 4 andere Personen vor dem Td zu bewahren?,1,,1,11,24,7,7,7,6,3,5,6,5,0,28,82,94,,1,1
R_u850xqmIjv5SHO9,Default Response Set,Anonymous,27,2,,9/8/16 6:50,9/8/16 7:22,1,9297,Z819Y,C_footbridge,I_footbridge,C_torture,I_grizzly,C_grizzly,C_nurse,C_motocross,C_cargo,I_vaccine,C_air show,I_cargo,C_vaccine,I_torture,I_nurse,C_wood press,I_air show,I_transplant,I_motocross,C_transplant,I_wood press,complete,1,,,,,1,1,French,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,24.1,42.398,43.913,3,37.137,38.187,39.141,2,25.003,26.127,27.202,2,47.915,49.77,51.659,3,2.093,29.17,30.5,3,32.342,34.131,35.127,2,26.065,27.193,28.362,2,30.273,31.233,32.253,2,38.599,39.662,40.655,2,34.832,41.699,43.602,2,25.745,25.745,27.209,1,338.129,799.695,800.943,8,25.93,25.93,27.757,1,25.766,26.537,27.685,2,45.01,46.323,47.415,2,29.986,31.527,33.193,2,24.133,44.142,45.336,2,32.904,34.454,35.504,2,30.3,31.414,32.453,2,46.859,47.983,48.693,2,4,,2,20,2,,"Ist es moralisch korrekt den in der Nhe stehenden Mann zu schubsen, um vier andere Personen vor dem Tod zu retten?",1,,1,11,0,7,7,7,6,5,6,6,4,0,20,30,80,,1,1
