ResponseID,ResponseSet,Name,Language,SID,Language1GERMANL12EnglishL2,ExclusionReason,Include,EmailAddress,Status,StartDate,EndDate,Finished,status,WhatisyournativelanguageGerman,WhatisyournativelanguageEnglish,WhatisyournativelanguageOther,WhatisyournativelanguageOtherTEX,v20,v21,v22,Whatlanguagesdoyouspeakataninter,v24,v25,v26,v27,v28,v29,GrowingupdidyouusealotofEnglisha,Pleasereadthetextbelowandanswert,v32,AgreementtoParticipateinResearch,Onthefollowingscreensyouwillseea,ScenariolmCurrentLoopNumberof201,ScenariolmCurrentLoopNumberof202,ScenariolmCurrentLoopNumberof203,ScenariolmCurrentLoopNumberof204,ScenariolmCurrentLoopNumberof205,ScenariolmCurrentLoopNumberof206,ScenariolmCurrentLoopNumberof207,ScenariolmCurrentLoopNumberof208,ScenariolmCurrentLoopNumberof209,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,ImaginethefollowinglmField31,ImaginethefollowinglmField32,ImaginethefollowinglmField33,ImaginethefollowinglmField34,ImaginethefollowinglmField35,ImaginethefollowinglmField36,ImaginethefollowinglmField37,ImaginethefollowinglmField38,ImaginethefollowinglmField39,ImaginethefollowinglmField310,ImaginethefollowinglmField311,ImaginethefollowinglmField312,ImaginethefollowinglmField313,ImaginethefollowinglmField314,ImaginethefollowinglmField315,ImaginethefollowinglmField316,ImaginethefollowinglmField317,ImaginethefollowinglmField318,ImaginethefollowinglmField319,ImaginethefollowinglmField320,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,dv10,dv11,dv12,dv13,dv14,dv15,dv16,dv17,dv18,dv19,dv20,Timing1FirstClick,Timing1LastClick,Timing1QuestionTextTimingPageSub,Timing1QuestionTextTimingClickCo,Timing2FirstClick,Timing2LastClick,Timing2QuestionTextTimingPageSub,Timing2QuestionTextTimingClickCo,Timing3FirstClick,Timing3LastClick,v105,v106,v107,Timing4LastClick,Timing4QuestionTextTimingPageSub,Timing4QuestionTextTimingClickCo,Timing5FirstClick,Timing5LastClick,Timing5QuestionTextTimingPageSub,Timing5QuestionTextTimingClickCo,Timing6FirstClick,Timing6LastClick,Timing6QuestionTextTimingPageSub,Timing6QuestionTextTimingClickCo,Timing7FirstClick,Timing7LastClick,Timing7QuestionTextTimingPageSub,Timing7QuestionTextTimingClickCo,Timing8FirstClick,Timing8LastClick,Timing8QuestionTextTimingPageSub,Timing8QuestionTextTimingClickCo,Timing9FirstClick,Timing9LastClick,Timing9QuestionTextTimingPageSub,Timing9QuestionTextTimingClickCo,Timing10FirstClick,Timing10LastClick,Timing10QuestionTextTimingPageSu,Timing10QuestionTextTimingClickC,Timing11FirstClick,Timing11LastClick,Timing11QuestionTextTimingPageSu,Timing11QuestionTextTimingClickC,Timing12FirstClick,Timing12LastClick,Timing12QuestionTextTimingPageSu,Timing12QuestionTextTimingClickC,Timing13FirstClick,Timing13LastClick,Timing13QuestionTextTimingPageSu,Timing13QuestionTextTimingClickC,Timing14FirstClick,Timing14LastClick,Timing14QuestionTextTimingPageSu,Timing14QuestionTextTimingClickC,Timing15FirstClick,Timing15LastClick,Timing15QuestionTextTimingPageSu,Timing15QuestionTextTimingClickC,Timing16FirstClick,Timing16LastClick,Timing16QuestionTextTimingPageSu,Timing16QuestionTextTimingClickC,Timing17FirstClick,Timing17LastClick,Timing17QuestionTextTimingPageSu,Timing17QuestionTextTimingClickC,Timing18FirstClick,Timing18LastClick,Timing18QuestionTextTimingPageSu,Timing18QuestionTextTimingClickC,Timing19FirstClick,Timing19LastClick,Timing19QuestionTextTimingPageSu,Timing19QuestionTextTimingClickC,Timing20FirstClick,Timing20LastClick,Timing20QuestionTextTimingPageSu,Timing20QuestionTextTimingClickC,Ignoranceisbliss,Itisbetternottoknowtoomuchaboutt,Inthiscomplicatedworldofourstheo,Thereisonlyonerightwaytodoanythi,Apersoneitherknowstheanswertoaqu,Youcanclassifyalmostallpeoplease,Peopleareeithergoodorbad,Lifeisbasicallythesamemostofthet,Thingsoftengowrongformebynofault,Iwouldfeelmuchbetterifmypresentc,Iamannoyedbyunhappypeoplewhojust,Peoplemaketoomuchofthefeelingsan,TherearesomepeopleIknowIwouldnev,Icanbecomfortablewithallkindsofp,ItÕsnotreallymyproblemifothersar,Aproblemhaslittleattractionforme,Itrytoanticipateandavoidsituatio,Ipreferjusttoletthingshappenrath,Simplyknowingtheanswerratherthan,Iamhesitantaboutmakingimportantd,IoftendonotunderstandpeopleÕsbeh,ItrytolookateverybodyÕssideofadi,WhenIÕmupsetatsomeoneIusuallytry,Ialwaystrytolookatallsidesofapro,BeforecriticizingsomebodyItrytoi,Isometimesfinditdifficulttoseeth,WhenIamconfusedbyaproblemoneofth,SometimesIgetsochargedupemotiona,WhenIlookbackonwhathashappenedto,WhenIlookbackonwhatÕshappenedtom,Ieithergetveryangryordepressedif,SometimesIdonÕtfeelverysorryforo,SometimesIfeelarealcompassionfor,Ioftenhavenotcomfortedanotherwhe,IdonÕtliketogetinvolvedinlisteni,TherearecertainpeoplewhomIdislik,Sometimeswhenpeoplearetalkingtom,IÕmeasilyirritatedbypeoplewhoarg,IfIseepeopleinneedItrytohelpthem,BittelesenSiedenuntenstehendenTe,v215,Pleaseindicateyourgender,Howoldareyouyearsold,Didanyofthescenariosseemfamiliar,Whichones,Pleasetranslatethefollowingstate,Whatisyourcountryoforigin,WhatisyourcountryoforiginTEXT,WhatwasthemethodofyourEnglishacq,Howoldwereyouwhenyoubeganlearnin,HowmanymonthshaveyouspentinanEng,Pleaseusethesliderstoindicatehow,v227,v228,v229,v230,v231,v232,v233,Ineachofthefollowingcontextsesti,v235,v236,v237,Finallyanyquestionscommentsorsug,ThankyouforyourparticipationThis,Source,Code,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264
R_e51d3FKZch953Uh,Default Response Set,Anonymous,2,11,2,None,Yes,,0,7/20/16 2:55,7/20/16 3:25,1,Complete,1,,,,,,,,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,59.102001,59.102001,60.540001,1,32.549999,32.549999,33.571999,1,69.939003,72.124001,,,,34.741001,35.651001,1,49.827999,49.827999,53.546001,1,49.042,51.833,52.286999,2,17.781,17.781,18.818001,1,41.445,41.445,42.811001,1,57.683998,57.683998,58.849998,1,6.2049999,57.713001,58.710999,2,32.867001,32.867001,33.729,1,9.4399996,9.4399996,10.381,1,33.810001,33.810001,35.030998,1,30.865,30.865,33.334,1,23.704,23.704,24.525,1,69.403999,69.403999,70.456001,1,30.874001,30.874001,32.222,1,64.589996,64.589996,66.124001,1,26.083,26.083,27.009001,1,55.990002,55.990002,57.675999,1,2,2,3,2,2,2,2,3,4,5,3,3,4,4,2,2,2,2,5,4,4,4,3,4,4,4,4,2,3,2,3,2,4,2,3,3,4,2,4,,4,1,38,2,,"Ist es moralisch in Ordnung den Mann nebenan zu schubsen um vier andere Personen vor dem Tod zu bewahren, auch mit der Annahme, dass dies den Mann umbringt den du geschubst hast",1,,2,10,1,7,7,7,7,5,6,7,5,0,5,15,45,,1,8499,Z753Y,60.540001,33.571999,,35.651001,53.546001,52.286999,18.818001,42.811001,58.849998,58.710999,33.729,10.381,35.030998,33.334,24.525,70.456001,32.222,66.124001,27.009001,57.675999
R_b2t5tmB2NUCnmWF,Default Response Set,Anonymous,2,12,2,None,Yes,,0,7/20/16 2:57,7/20/16 3:25,1,Complete,1,,,,,,,,1,,,,1,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,21.021,21.021,24.577,1,22.923,22.923,24.518999,1,34.687,34.687,,,,97.745003,99.495003,1,14.061,18.903,28.916,4,59.962002,59.962002,62.804001,1,43.432999,43.432999,46.486,1,11.374,11.374,12.862,1,38.014999,38.014999,40.083,1,27.992001,27.992001,29.856001,1,16.254,17.542999,18.087,2,1.95,9.0679998,10.861,3,50.069,50.828999,52.679001,2,23.48,23.48,25.320999,1,35.57,35.57,37.424999,1,13.717,13.717,15.398,1,39.418999,52.915001,54.907001,3,37.403999,37.403999,39.258999,1,8.9359999,10.658,11.282,2,28.245001,29.945999,30.488001,2,2,3,1,1,3,2,2,2,3,4,2,2,4,2,2,4,2,2,4,4,4,4,3,4,3,3,3,3,3,2,4,3,4,2,2,3,2,2,4,,4,1,29,2,,"Ist es moralisch korrekt, den in der Nhe stehenden Mann zu schubsen um vier Menschen vor dem Tod zu retten, obwohl es den Mann tten wird, den man geschubst hat?",1,,1,10,1,7,7,7,6,5,5,6,5,5,15,35,25,Best wishes from Cologne to Chicago. Love Windy City!,1,6550,A590B,24.577,24.518999,,99.495003,28.916,62.804001,46.486,12.862,40.083,29.856001,18.087,10.861,52.679001,25.320999,37.424999,15.398,54.907001,39.258999,11.282,30.488001
R_3W1KH0285bmZZxH,Default Response Set,Anonymous,2,13,2,None,Yes,,0,7/20/16 2:58,7/20/16 3:27,1,Complete,1,,,,,,,1,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,44.626999,44.626999,46.310001,1,12.115,12.115,19.111,1,16.93,16.93,,,,27.445999,28.955,1,44.022999,44.022999,51.985001,1,30.777,30.777,35.313999,1,34.237999,34.237999,35.936001,1,26.575001,26.575001,61.723999,1,19.283001,19.283001,21.278,1,47.113998,47.113998,48.966999,1,28.110001,28.110001,30.089001,1,2.448,22.958,26.843,4,35.037998,35.037998,37.328999,1,22.823999,22.823999,26.305,1,11.816,11.816,14.782,1,54.798,68.858002,70.710999,5,54.152,54.152,70.169998,1,28.422001,30.665001,33.408001,2,31.416,31.416,37.334,1,30.555,30.555,47.971001,1,6,2,3,2,5,4,3,4,1,2,4,1,5,2,2,4,4,2,2,3,3,4,4,5,5,1,4,3,6,1,3,3,3,6,2,4,3,2,5,4,,2,38,2,,"ist es moralisch korrekt, einen in der Nhe stehenden Menschen zu sto§en (vor irgendetwas), um 4 andere Leute vor dem Sterben zu bewahren, auch wenn dieser Mensch dabei gettet wird?",1,,3,12,0,7,7,7,7,5,6,7,6,0,19,19,40,,1,7681,Z685Y,46.310001,19.111,,28.955,51.985001,35.313999,35.936001,61.723999,21.278,48.966999,30.089001,26.843,37.328999,26.305,14.782,70.710999,70.169998,33.408001,37.334,47.971001
R_3yCYnvMpuX8Vh7D,Default Response Set,Anonymous,2,14,2,None,Yes,,0,7/20/16 2:33,7/20/16 3:30,1,Complete,1,,,,,,,1,1,,,,1,Spanish,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,17.283001,17.754999,18.521999,2,12.481,12.481,13.301,1,8.552,8.552,,,,20.855,22.406,1,19.039,19.039,20.205999,1,14.261,14.261,15.74,1,26.059,26.059,27.322001,1,15.791,15.791,16.667999,1,18.305,18.305,19.209,1,21.514,21.514,22.896999,1,14.747,14.747,18.641001,1,21.023001,21.023001,22.191,1,15.099,15.099,16.129999,1,1956.454,1956.454,1957.229,1,164.23399,164.23399,165.114,1,26.308001,26.308001,27.280001,1,22.563,22.563,23.388,1,395.29901,395.29901,396.715,1,22.698999,22.698999,23.969,1,24.674,24.674,26.306,1,3,4,2,2,2,2,2,3,2,2,4,1,5,4,1,3,6,4,4,4,2,4,4,4,4,2,3,2,3,3,2,2,2,3,2,2,4,2,4,,4,2,26,2,,"Ist es moralisch korrekt, den Mann, der sich in der Nhe befindet, zu sto§en um vier anderen Leuten das Leben zu retten, obwohl der gesto§ene Mann so gettet wird?",1,,1,12,1,7,7,7,7,5,6,7,6,0,20,50,50,,1,9480,A835Y,18.521999,13.301,,22.406,20.205999,15.74,27.322001,16.667999,19.209,22.896999,18.641001,22.191,16.129999,1957.229,165.114,27.280001,23.388,396.715,23.969,26.306
R_a3LU1LfcDLlKp1j,Default Response Set,Anonymous,2,15,2,None,Yes,,0,7/20/16 3:05,7/20/16 3:30,1,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,43.182999,43.182999,44.550999,1,26.736,26.736,27.906,1,13.991,13.991,,,,15.916,16.9,1,30.729,30.729,32.029999,1,41.254002,41.254002,42.750999,1,55.459999,57.737999,59.242001,2,12.998,12.998,20.792,1,42.222,43.821999,45.039001,2,25.548,25.548,27.556,1,31.038,31.038,32.776001,1,21.812,21.812,22.782,1,34.363998,34.363998,35.398998,1,37.773998,39.405998,40.620998,2,15.048,15.048,16.183001,1,18.360001,18.360001,20.565001,1,17.695,17.695,18.771,1,29.33,29.33,30.403999,1,20.188,20.188,21.222,1,26.202,26.202,27.097,1,1,4,4,3,4,3,3,3,2,2,1,3,3,4,2,3,3,3,3,4,4,3,3,4,4,4,4,2,3,2,2,3,4,2,3,2,2,2,4,4,,2,44,2,,"Ist es moralisch richtig, den nahe stehenden Mann wegzusto§en, um vier anderen Menschen das Leben zu retten, auch wenn der Mann dabei verstirbt?",1,,3,10,6,7,7,7,7,3,3,3,3,13,25,14,36,"No, thanks.",1,8587,Z760B,44.550999,27.906,,16.9,32.029999,42.750999,59.242001,20.792,45.039001,27.556,32.776001,22.782,35.398998,40.620998,16.183001,20.565001,18.771,30.403999,21.222,27.097
R_1GjAdcb743lWFKd,Default Response Set,Anonymous,2,16,2,None,Yes,,0,7/20/16 3:04,7/20/16 3:33,1,Complete,1,,,,,,,1,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,46.918999,46.918999,49.080002,1,34.022999,34.022999,36.293999,1,63.681999,63.681999,,,,41.153,42.699001,1,58.181,58.181,59.803001,1,35.502998,35.502998,36.904999,1,39.073002,39.073002,40.216999,1,59.709999,59.709999,61.002998,1,51.292,51.292,52.606998,1,13.796,13.796,15.307,1,22.493,22.493,23.969,1,34.556999,34.556999,36.276001,1,40.527,40.527,41.881001,1,22.877001,22.877001,24.254,1,75.608002,75.608002,76.837997,1,24.062,24.062,25.745001,1,53.109001,53.109001,54.363998,1,25.518,25.518,27.117001,1,66.258003,66.258003,67.598999,1,43.993999,43.993999,45.676998,1,3,4,3,2,3,2,3,2,2,3,3,2,4,3,1,3,4,2,2,3,4,5,4,5,4,3,4,2,3,3,3,1,3,2,2,3,3,4,4,,4,2,42,2,,"Es ist moralisch richtig, einen Mann in meiner Nhe zu schubsen, um 4 andere Menschen vor dem Tod zu retten, auch wenn der Mann dadurch sterben knnte.",1,,1,12,0,7,7,7,7,5,6,6,5,0,8,7,7,no questions,1,4005,Z378B,49.080002,36.293999,,42.699001,59.803001,36.904999,40.216999,61.002998,52.606998,15.307,23.969,36.276001,41.881001,24.254,76.837997,25.745001,54.363998,27.117001,67.598999,45.676998
R_4NupLd2VLlDJGlf,Default Response Set,Anonymous,2,17,2,None,Yes,,0,7/20/16 2:37,7/20/16 3:34,1,Complete,1,,,,,,,,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,34.431999,34.431999,35.203999,1,13.417,13.417,14.397,1,44.838001,44.838001,,,,79.666,80.440002,1,45.418999,45.418999,46.557999,1,33.463001,33.463001,34.181,1,43.388,43.388,44.116001,1,34.949001,34.949001,36.349998,1,63.327999,63.327999,64.206001,1,88.846001,88.846001,91.225998,1,39.551998,39.551998,41.073002,1,27.906,27.906,29.016001,1,30.419001,30.419001,31.914,1,38.214001,38.214001,41.771999,1,7.2919998,7.2919998,8.0609999,1,48.056,48.419998,49.208,2,51.997002,51.997002,52.729,1,38.737999,38.737999,39.687,1,14.049,14.049,16.066999,1,65.028,65.028,66.059998,1,3,2,5,1,6,4,4,3,3,2,4,1,5,3,2,2,3,3,1,4,5,4,5,5,3,4,3,2,6,3,4,4,3,2,3,4,4,2,4,,4,1,27,1,I think the best sample for me ist the little story of the grizzly-bear.,"Ist es moralisch richtig, den sich in der Nhe befindenden Mann in die Richtung der anderen vier Mnner zu schieben um deren Leben zu retten, auch wenn dieser dabei stirbt?",1,,2,12,6,7,7,7,7,5,5,5,4,0,31,61,84,"Not really, but it was one of the most amusing study which i«ve ever attended.",1,2825,Z280B,35.203999,14.397,,80.440002,46.557999,34.181,44.116001,36.349998,64.206001,91.225998,41.073002,29.016001,31.914,41.771999,8.0609999,49.208,52.729,39.687,16.066999,66.059998
R_88hO29tVR2ijpNH,Default Response Set,Anonymous,2,18,2,None,Yes,,0,7/20/16 2:57,7/20/16 3:38,1,Complete,1,,,,,,,,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,64.015999,64.135002,66.176003,2,41.699001,41.699001,43.535999,1,56.860001,56.958,,,,46.207001,48.202999,2,48.686001,51.277,53.215,3,23.93,23.93,25.402,1,51.868,51.945999,53.259998,2,57.125999,57.222,58.917999,2,82.25,82.316002,83.477997,2,38.504002,38.564999,39.933998,2,8.9729996,8.9729996,10.635,1,41.431,41.431,42.98,1,37.591,37.639,39.207001,2,25.861,25.973,28.48,2,41.782001,41.889,43.381001,2,65.406998,65.502998,67.105003,2,61.640999,61.640999,63.143002,1,30.879,30.879,32.354,1,55.037998,55.119999,56.477001,2,38.223,38.223,39.637001,1,2,2,2,2,3,4,4,2,4,4,3,1,5,2,3,4,2,1,2,4,4,2,2,4,2,2,4,4,6,4,5,5,2,1,2,5,5,2,3,,4,1,44,2,,"Ist es moralisch vertretbar einen Mann in der Nhe zu schlagen um 4 andere Menschen vor dem sterben zu bewaren, auch wenn es den Mann den du schlgst umbringt?",1,,1,12,2,7,7,7,7,6,6,6,5,0,9,9,17,,1,2198,A228B,66.176003,43.535999,,48.202999,53.215,25.402,53.259998,58.917999,83.477997,39.933998,10.635,42.98,39.207001,28.48,43.381001,67.105003,63.143002,32.354,56.477001,39.637001
R_bynnRpBMl03tMSp,Default Response Set,Anonymous,2,19,2,None,Yes,,0,7/20/16 3:35,7/20/16 3:41,1,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.79900002,.79900002,1.825,1,.94300002,.94300002,1.6109999,1,.85699999,.85699999,,,,.88300002,1.712,1,.72799999,1.551,1.885,2,9.8000002,9.8000002,10.518,1,.95200002,.95200002,1.854,1,.74000001,.74000001,1.442,1,.75400001,.75400001,1.551,1,.94300002,1.255,2.0190001,2,1.013,1.013,1.768,1,.84100002,.84100002,1.526,1,1.142,2.1099999,2.7479999,3,8.6470003,8.9799995,9.6490002,2,3.1340001,3.1340001,4.243,1,1.041,1.041,1.615,1,.671,.671,1.265,1,.94300002,1.215,1.919,2,5.3390002,5.3390002,6.5949998,1,.53100002,1.1950001,1.441,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,,1,19,2,,"Ist es moralisch vertretbar den Mann in der Nhe zu schubsen um zu verhindern, dass andere Leute sterben, auch wenn das den Mann den du geschubst hast umbringen wird",1,,2,6,0,7,7,7,7,4,4,4,4,19,30,40,47,,1,5745,Z523Y,1.825,1.6109999,,1.712,1.885,10.518,1.854,1.442,1.551,2.0190001,1.768,1.526,2.7479999,9.6490002,4.243,1.615,1.265,1.919,6.5949998,1.441
R_bk35LrfetFZxvRX,Default Response Set,Anonymous,2,20,2,None,Yes,,0,7/20/16 3:28,7/20/16 3:41,1,Complete,1,,,,,,,,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.9300001,2.9300001,3.6429999,1,34.317001,34.317001,35.077999,1,23.872,23.872,,,,6.8379998,7.415,1,36.034,36.034,36.819,1,3.4419999,3.4419999,4.1490002,1,15.865,15.865,16.514999,1,34.870998,34.870998,35.473,1,2.928,2.928,3.6329999,1,37.373001,37.373001,38.062,1,9.6789999,9.6789999,10.721,1,25.223,25.223,25.976,1,3.086,3.086,3.9419999,1,18.112,18.344,19.344999,2,3.415,3.415,4.2639999,1,32.928001,32.928001,33.655998,1,8.5950003,9.5810003,10.303,2,24.061001,24.061001,25.134001,1,2.9890001,3.7620001,4.079,2,26.655001,26.655001,27.289,1,6,2,2,1,3,1,1,3,3,2,2,1,3,5,1,1,1,1,1,1,1,5,4,5,3,2,4,1,1,1,2,1,5,1,1,2,2,2,5,,4,2,23,2,,"Ist es moralisch richtig den Mann in der Nhe zu schubsen um das Sterben von vier anderen Menschen zu verhindern, wenn es den Mann umbringen wird, den du geschubst hast? / ",1,,2,11,0,7,7,7,7,6,6,7,7,0,8,28,13,,1,1244,A148B,3.6429999,35.077999,,7.415,36.819,4.1490002,16.514999,35.473,3.6329999,38.062,10.721,25.976,3.9419999,19.344999,4.2639999,33.655998,10.303,25.134001,4.079,27.289
R_batasR7MOvGMom1,Default Response Set,Anonymous,2,21,2,None,Yes,,0,7/20/16 3:23,7/20/16 3:47,1,Complete,1,,,,,,,1,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,24.086,24.086,26.777,1,10.263,10.263,14.803,1,42.390999,42.390999,,,,14.313,15.524,1,13.724,14.94,16.440001,2,24.808001,24.808001,29.044001,1,15.15,15.15,16.01,1,18.856001,18.856001,20.052,1,108.869,108.869,110.024,1,16.978001,16.978001,18.301001,1,14.641,14.641,16.507999,1,11.087,11.087,13.41,1,11.888,11.888,15.187,1,23.490999,23.490999,25.326,1,21.093,21.093,23.823,1,34.889,48.497002,49.563999,3,13.375,13.375,15.69,1,36.768002,36.768002,38.099998,1,25.34,25.34,26.351999,1,24.548,24.548,25.632,1,3,4,3,2,3,2,1,4,2,4,2,2,5,2,2,3,1,1,2,4,3,5,4,5,5,2,4,4,4,3,3,2,4,1,2,3,5,3,4,,4,2,32,1,"The people-on-traintracks example is a prety common thought experiment, but unfortunately just that. ","Ist es moralisch vertretbar ((korrekt)), einen Mann in der Nhe zu schubsen um zu verhindern das vier andere Menschen sterben, obwohl dies den geschubsten Mann tten wrde? ",1,,2,13,4,6,6,6,6,6,6,6,6,0,100,70,100,,1,4592,A427Y,26.777,14.803,,15.524,16.440001,29.044001,16.01,20.052,110.024,18.301001,16.507999,13.41,15.187,25.326,23.823,49.563999,15.69,38.099998,26.351999,25.632
R_0pqYSXLuwj2JMXj,Default Response Set,Anonymous,2,22,2,None,Yes,,0,7/20/16 3:34,7/20/16 3:48,1,Complete,1,,,,,,,,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,12.904,12.904,13.6,1,14.945,16.233999,16.504999,3,29.166,29.166,,,,4.2800002,7.7350001,1,4.467,4.467,5.0650001,1,3.6370001,3.6370001,4.329,1,7.1409998,7.1409998,7.9829998,1,4.421,4.421,5.1810002,1,10.124,10.447,11.51,2,37.175999,37.175999,37.834,1,12.813,12.813,20.607,1,30.482,30.482,31.214001,1,9.1120005,9.7849998,10.455,2,5.9970002,7.3299999,7.7670002,3,5.2839999,5.888,10.747,2,7.9530001,7.9530001,8.6269999,1,5.7119999,5.7119999,6.756,1,18.250999,18.250999,18.99,1,11.712,11.712,12.462,1,6.0760002,6.0760002,7.1389999,1,3,4,3,2,5,4,3,3,3,1,5,1,5,3,4,5,4,4,3,3,4,3,4,2,3,4,3,3,4,3,3,4,6,3,4,4,3,3,4,,4,1,27,2,,"Ist es moralisch korrekt, dass sie den sich in der Nhe befindenden Mann in die Richtung der vier anderen Mnner schubsen um der Gruppe das Leben zu retten, auch wenn der Mann dabei stirbt?",1,,2,12,6,7,7,7,7,6,6,5,4,0,29,48,81,No,1,2825,Z280B,13.6,16.504999,,7.7350001,5.0650001,4.329,7.9829998,5.1810002,11.51,37.834,20.607,31.214001,10.455,7.7670002,10.747,8.6269999,6.756,18.99,12.462,7.1389999
R_9KALjSg53RvTxxr,Default Response Set,Anonymous,2,23,2,None,Yes,,0,7/20/16 3:32,7/20/16 3:49,1,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2.5869999,2.5869999,4.2329998,1,15.439,15.439,16.886999,1,3.5639999,3.5639999,,,,13.915,15.188,1,24.677,24.677,26.535999,1,213.27699,213.27699,214.519,1,3.4330001,3.4330001,4.6950002,1,6.073,6.073,7.171,1,3.4100001,3.4100001,5.0949998,1,10.885,10.885,21.048,1,4.9180002,5.1290002,6.3629999,2,20.556999,20.556999,21.797001,1,16.157,16.987,18.48,2,24.277,24.277,25.561001,1,5.842,5.842,10.564,1,5.1290002,5.1290002,6.177,1,5.789,5.789,6.9169998,1,33.171001,33.171001,34.528,1,6.631,6.631,8.4060001,1,3.586,3.586,4.7049999,1,3,3,4,2,4,2,2,2,4,4,2,1,5,4,2,5,2,3,3,4,4,3,5,5,5,2,4,4,5,3,5,1,5,1,1,4,5,5,5,4,,1,31,2,,"Ist es moralisch korrekt einen nahestehenden Mann zu schubsen und ihn dadurch zu tten, um vier anderen Menschen das Leben zu retten?",1,,1,12,0,7,7,7,7,6,7,6,6,0,30,90,100,"Sometimes a little weird, but something else",1,6785,Z610B,4.2329998,16.886999,,15.188,26.535999,214.519,4.6950002,7.171,5.0949998,21.048,6.3629999,21.797001,18.48,25.561001,10.564,6.177,6.9169998,34.528,8.4060001,4.7049999
